,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100
107741,1,2,4,12,306,6,79
107740,1,2,0,17,208,5,15
90592,2,7,4,27,456,2,24
90593,2,122,9,76,222,6,64
2812209,1,5,4,36,114,8,77
109819,1,2,4,49,327,2,69
109818,0,36,9,68,286,6,54
109815,1,5,9,51,363,2,98
109814,1,2,4,12,174,6,79
109817,1,5,4,27,334,2,24
109816,1,2,4,5,933,6,54
109811,0,1,4,49,72,6,77
109810,1,59,4,84,729,6,77
109813,1,5,4,12,174,7,79
109812,0,36,4,5,856,6,79
112763,1,3,4,89,321,8,82
112767,1,5,5,85,966,6,49
112766,0,1,4,12,673,6,40
112765,0,12,4,12,856,6,79
112764,1,2,0,67,208,5,15
112769,17,5,7,52,233,7,46
112768,1,1,4,85,983,7,65
91824,0,3,4,5,609,3,88
100438,0,69,9,76,871,3,58
100439,2,139,4,1,174,7,79
100434,1,2,4,12,348,6,74
100435,0,21,4,28,588,8,20
100436,1,1451,4,12,131,7,79
100437,0,794,4,12,776,6,98
100430,1,1452,4,49,72,3,69
100431,3,1395,9,7,210,3,98
100432,0,1,4,2,125,6,54
100433,1,2,4,68,971,6,54
108140,126,2264,4,63,386,8,54
108145,0,1453,4,84,971,9,91
108146,1,5,4,85,354,6,98
108147,2,68,4,12,369,6,98
108148,1,2,4,2,517,8,54
108149,1,1,4,12,212,8,20
1964908,0,21,4,85,613,3,44
91822,126,2264,4,76,50,6,98
86018,2,44,4,76,50,6,40
86019,2,7,4,12,609,6,41
86010,2,1455,4,10,848,7,11
86011,126,2264,4,12,162,6,98
86012,2,223,5,11,36,2,98
86013,2,1456,9,7,196,6,98
86014,1,12,5,99,202,2,98
86015,112,1457,9,6,547,7,49
86016,113,1458,4,27,240,1,24
86017,2,386,9,25,222,3,77
91256,1,5,5,11,36,7,65
91257,2,1644,4,12,198,6,79
91254,0,3,9,25,753,7,33
106596,1,5,4,76,325,3,5
91252,2,742,0,67,992,0,15
91253,8,97,4,12,50,6,79
91250,0,105,9,7,313,2,23
91251,2,102,4,12,174,6,79
106599,1,5,4,1,131,7,79
106598,1,2,4,5,843,7,36
91258,3,1459,5,11,209,1,12
91259,0,14,4,19,879,5,53
100290,2,76,4,12,174,7,79
100291,126,2264,9,25,278,6,98
100292,0,36,4,76,362,8,6
100293,1,2,7,39,732,8,88
100294,2,9,4,12,729,6,7
100295,2,30,4,12,162,6,79
100296,1,5,4,49,758,6,88
100297,1,5,4,12,174,6,82
100298,126,2264,9,22,409,2,64
100299,0,12,9,76,315,6,72
101749,1,1,4,89,802,6,54
101748,2,14,4,95,587,2,64
101745,2,76,4,48,305,5,53
101744,2,1083,4,84,125,7,98
101747,0,22,5,85,247,6,77
101746,0,82,4,19,652,4,53
101741,1,5,7,52,254,2,10
101740,2,1,9,95,263,2,64
101742,0,12,4,1,174,7,79
87949,2,9,4,76,632,6,98
87948,2,3,7,39,777,2,88
87945,0,1460,5,90,620,9,9
87944,126,2264,4,76,50,6,79
87947,3,3,4,12,369,6,98
87946,4,1461,4,21,742,7,92
87941,0,3,4,49,243,6,88
87940,3,858,4,1,325,3,98
87943,126,2264,4,12,174,7,79
87942,0,1,4,35,94,2,6
92730,2,9,4,49,758,6,98
92731,3,678,4,12,174,6,98
100263,2,1,4,43,348,2,98
92733,0,3,9,27,240,1,24
92734,2,9,5,6,860,2,64
100264,2,1,4,12,520,2,77
92736,1,2,9,49,613,3,69
92737,1,5,9,36,114,2,69
100269,2,9,4,85,405,6,77
92739,2,53,9,49,508,2,77
100214,2,50,9,22,965,1,8
85091,126,2264,9,7,324,2,98
85090,126,2264,5,85,966,6,77
85093,126,2264,4,49,225,2,77
85092,126,2264,4,35,779,2,64
85095,126,2264,4,49,369,6,98
85094,126,2264,4,49,401,2,64
85097,126,2264,4,68,422,6,54
85096,126,2264,5,85,354,2,77
85099,126,2264,4,12,325,7,98
85098,126,2264,9,43,141,2,24
100215,0,1,4,85,508,2,77
85635,126,2264,4,12,476,6,98
85634,126,2264,4,12,162,6,79
85637,2,2,4,12,306,7,79
107312,1,83,4,12,973,8,47
85631,0,12,9,10,314,6,66
85630,2,1772,5,23,93,3,44
85633,2,13,4,84,729,6,7
85632,2,1,9,49,327,2,88
85639,0,1,4,12,174,6,79
85638,2,2215,4,54,912,0,42
104010,1,2,4,31,945,2,77
89987,16,142,4,12,162,7,79
108804,0,12,9,25,133,3,19
89985,36,2221,4,81,910,8,82
108806,0,346,9,76,309,6,5
89983,8,648,4,12,9,6,98
89982,3,137,0,17,208,5,15
89981,3,1242,4,12,353,6,18
108802,1,5,4,54,420,7,79
108809,1,2,4,84,802,8,7
108808,1,5,9,49,180,6,98
89989,2,382,4,12,370,0,34
89988,3,1234,4,83,865,7,76
87163,2,14,5,11,966,7,98
87162,2,44,4,12,520,3,33
87161,2,154,4,29,107,7,11
87160,0,22,4,12,946,1,0
87167,2,1463,7,52,254,8,16
87166,2,373,4,80,387,7,79
87165,2,7,4,48,879,5,53
87164,126,2264,4,12,162,6,77
87169,2,7,4,12,162,2,77
87168,2,398,4,49,243,6,98
118449,1,5,5,6,361,6,64
118444,1,5,4,68,833,6,54
118445,17,2,4,12,520,6,5
118446,1,5,4,12,174,7,79
118440,0,21,7,5,416,2,16
118441,2,13,4,1,504,7,79
118442,0,52,4,84,729,6,7
118443,1,83,4,12,370,6,79
95924,2,76,4,60,616,4,94
95925,126,2264,4,28,308,4,18
95926,2,57,4,84,802,6,54
95927,2,1,7,91,253,8,10
95920,2,274,7,39,400,9,16
95922,0,22,7,39,455,4,16
95923,126,2264,4,1,504,7,79
95928,95,13,4,12,162,6,79
88768,126,2264,9,99,363,2,98
88769,0,12,4,49,758,2,77
88764,126,2264,4,43,348,2,74
88765,2,9,7,52,7,2,69
88766,2,632,4,24,717,8,3
88767,126,2264,4,68,855,6,54
88760,0,35,4,12,162,8,3
88761,0,21,4,12,806,2,77
88762,126,2264,9,76,871,6,98
88763,126,2264,4,12,174,7,79
107211,0,804,4,84,182,6,7
107210,1,5,4,12,147,6,79
97786,0,22,4,76,853,8,46
97787,0,36,4,76,853,6,98
97784,3,2,4,28,268,8,78
97785,3,1465,4,28,671,0,25
97782,1,1,4,68,422,6,54
97783,3,204,4,5,370,2,77
97780,2,1,4,75,826,0,60
97781,1,3,5,11,707,6,40
97788,0,47,9,6,682,2,77
97789,3,352,4,84,729,7,98
94329,2,588,4,12,743,0,81
94328,0,233,4,85,983,6,64
94325,1,2,4,5,353,6,24
94324,2,382,9,77,366,3,19
94327,1,2,4,76,309,7,11
94326,2,13,4,85,480,6,24
94321,126,2264,4,12,174,7,79
94320,2,2,4,84,424,8,43
94323,1,2,5,85,966,6,77
94322,2,728,4,43,633,2,64
90839,2,106,9,43,291,2,64
90838,2,42,4,12,476,6,24
90835,2,100,4,48,465,1,50
90834,2,42,4,84,729,2,5
90837,2,1466,4,84,180,6,54
90836,0,1,0,67,992,0,55
90831,126,2264,4,89,339,6,54
90830,126,2264,9,10,889,6,66
90833,3,1467,4,59,370,2,77
90832,2,97,4,49,243,6,98
96789,126,2264,4,12,306,2,77
96788,114,718,7,7,527,2,23
96785,2,189,4,27,456,2,24
96784,2,2,4,43,348,2,74
96787,2,13,4,12,370,6,42
96786,1,3,5,11,458,7,98
96781,2,13,4,89,321,2,54
96780,0,36,4,12,325,3,35
96783,3,41,4,36,245,2,77
100880,0,10,4,76,50,6,98
97438,2,1,4,89,558,6,7
97439,1,3,2,29,100,4,98
97434,0,22,4,29,107,1,65
97435,0,3,5,11,697,3,44
97436,126,2264,4,14,571,7,27
97437,1,2,4,83,237,7,76
97430,0,3,4,27,658,2,24
97432,1,2,4,12,162,6,98
97433,0,3,4,12,162,6,7
90789,8,1468,4,83,89,7,76
90788,2,42,4,63,581,8,5
90783,2,7,9,25,222,2,77
90782,0,3,4,78,194,0,81
90781,0,22,4,83,89,7,76
90780,2,76,4,12,212,8,20
90787,2,51,4,2,517,8,47
90786,2,1470,4,12,212,6,54
90785,2,1471,4,43,348,2,88
90784,2,35,4,68,422,6,54
95498,126,2264,4,12,162,6,98
148798,1,3,4,49,72,2,77
95494,2,13,5,85,354,3,98
95495,2,12,7,49,254,2,88
95496,3,356,5,49,225,2,69
148796,2,0,5,44,737,2,87
95490,0,3,4,85,483,6,98
95491,3,352,4,12,162,6,7
95492,3,502,4,1,159,7,79
95493,15,1472,4,1,504,7,79
99698,2,985,4,1,504,5,79
99699,40,1,4,12,260,0,79
99696,0,69,4,12,147,7,79
99697,0,36,4,1,147,7,79
99694,2,13,4,1,174,6,79
99695,0,3,4,76,147,7,79
99692,1,2,4,1,147,7,79
99693,0,3,4,12,147,7,79
99690,0,1475,4,12,147,7,79
99691,0,10,4,76,830,6,40
95148,0,50,4,68,971,6,82
95149,0,10,4,43,348,2,98
95142,0,105,4,12,9,6,98
95143,2,13,9,10,596,6,66
95140,0,1476,4,85,899,6,44
95146,0,50,4,2,212,8,39
95147,2,427,9,25,659,2,24
95144,3,89,4,59,370,0,23
95145,2,1477,9,7,324,2,23
112561,2,1,4,68,971,6,98
112560,0,30,7,39,777,8,16
112563,1,1,4,12,391,2,77
112562,2,5,9,25,362,8,6
112565,2,1,4,85,9,6,82
112564,1,1,4,84,325,3,98
112567,2,1,5,85,354,7,98
112566,1,2,4,85,163,1,66
112569,1,30,4,1,504,7,11
112568,2,30,4,1,147,7,79
93465,2,7,4,1,710,1,79
93464,0,35,4,12,544,6,54
92550,2,175,4,1,147,7,79
111209,0,1,4,1,147,7,79
111208,1,2,4,81,332,2,82
1268548,2,1,9,49,515,7,77
111201,0,1,9,6,878,6,64
111200,1,1,9,76,470,7,79
111203,2,1,7,52,285,8,46
111202,2,1,4,12,806,2,47
111205,0,1,9,10,291,2,64
111204,1,2,4,85,354,6,98
111207,1,2,4,43,348,2,98
111206,1,2,7,52,254,3,88
91490,0,3,4,53,894,8,78
91491,2,9,9,51,363,3,98
91492,126,2264,4,12,50,6,98
91493,3,645,9,99,202,2,98
91494,2,2,4,27,905,2,24
91495,2,53,4,43,446,2,64
91496,0,36,5,11,36,7,9
91497,2,851,4,63,417,6,54
91498,55,585,9,76,362,8,78
91499,2,128,4,27,334,2,24
103728,2,9,4,89,856,6,24
1288178,2,13,4,19,127,5,53
103725,2,2,4,12,99,6,40
103724,3,204,4,12,162,6,7
103727,1,2,4,53,918,8,43
103726,2,25,4,72,51,7,36
103721,2,30,4,1,243,7,11
103720,0,21,4,84,704,6,54
91272,2,30,4,80,387,7,11
103722,2,583,4,10,743,3,81
110556,1,2,4,1,147,7,79
110557,1,1,4,43,348,2,82
110554,1,5,4,0,636,1,66
110555,2,1,7,39,254,8,10
110552,0,1,4,78,279,3,81
110553,1,5,9,73,286,2,19
110550,2,1,4,27,456,2,24
110551,1,5,4,10,30,2,64
110558,1,83,4,1,174,7,79
110559,1,83,4,84,729,6,77
1236300,1,2,4,43,817,2,24
98648,0,47,4,84,841,6,98
98649,3,3,4,1,504,7,79
98646,3,41,4,1,147,7,79
98647,2,13,4,1,147,7,79
98644,0,1,7,52,778,2,88
98645,0,1,4,12,212,6,7
98642,0,21,4,43,348,2,24
98643,0,21,9,10,853,6,88
98640,3,1403,4,12,761,5,82
98641,2,13,4,95,446,2,64
99999,2,259,4,73,151,3,81
99998,2,48,9,19,768,3,53
99991,2,3,7,91,148,9,10
99990,3,12,9,22,409,2,77
99993,2,2,4,1,174,7,79
99992,5,78,4,89,558,6,98
99995,0,3,4,76,50,6,79
99994,0,3,4,12,212,6,7
99997,2,1,5,11,36,9,87
99996,0,2,4,27,71,1,24
89729,126,2264,4,12,472,2,64
89728,2,20,4,59,370,8,77
104715,2,0,4,90,84,1,96
104714,1,2,4,21,126,8,92
104717,7,2,4,84,841,7,11
101940,2,44,4,12,933,6,7
101947,1,706,4,0,346,6,40
104710,1,2,4,0,402,6,40
101945,0,3,0,17,29,0,55
104712,1,2,4,85,483,6,77
101949,2,1,9,49,409,2,69
101948,0,52,9,6,361,6,98
104719,2,1,9,6,694,1,70
89721,2,1484,7,49,225,2,88
112719,1,3,4,76,806,2,64
85879,126,2264,4,10,853,2,98
85878,2,13,9,7,487,3,98
2220154,126,2264,4,89,321,6,54
103118,0,11,4,68,902,7,98
84698,126,2264,4,76,973,1,3
85870,126,2264,4,19,266,8,53
84690,126,2264,4,83,865,7,76
84691,126,2264,4,12,369,6,98
84692,126,2264,9,25,222,2,77
84693,126,2264,4,68,422,6,54
84694,126,2264,4,84,971,6,32
84695,126,2264,4,10,602,6,77
84696,126,2264,4,27,334,2,24
84697,126,2264,0,17,208,0,15
1508871,0,35,9,49,783,2,88
106629,1,5,4,12,369,6,98
106628,1,5,4,12,613,2,77
106627,0,52,4,1,504,7,79
106626,1,5,5,11,966,6,60
106625,1,2,9,49,72,2,77
106624,1,2,4,12,50,6,82
106623,0,22,4,76,212,6,54
106622,1,2,9,85,483,6,98
106621,1,2,5,85,966,7,91
106620,2,8,4,49,758,6,88
102719,0,3,4,43,348,6,24
102718,2,9,4,12,198,6,79
102717,3,1449,9,73,594,6,44
102716,3,2,4,76,50,7,79
102715,2,35,4,12,933,6,54
102714,126,2264,4,1,504,7,79
102713,1,3,4,12,174,6,79
102712,2,9,4,49,758,2,77
102711,126,2264,4,27,240,2,24
102710,0,1485,4,1,147,7,79
112046,2,68,7,52,233,8,16
112047,1,5,4,1,504,7,79
112044,1,1,0,67,992,0,15
112045,1,2,4,67,992,0,15
112042,1,1,4,84,182,6,98
112043,2,1,4,76,853,6,98
89619,3,92,4,76,871,6,79
89618,2,37,0,67,208,0,55
89617,2,102,1,18,435,7,65
89616,2,57,4,12,856,6,98
89615,2,204,9,51,329,2,73
89614,126,2264,4,1,147,7,79
89613,126,2264,4,12,147,7,79
89612,126,2264,4,1,147,7,79
112048,126,2264,4,12,147,7,79
89610,126,2264,5,11,224,1,66
1116679,0,10,9,27,334,2,24
85686,0,131,4,76,391,2,77
85687,2,187,4,76,871,6,77
103398,2,1,4,12,131,7,79
103399,2,13,4,49,472,2,64
103394,2,1,4,84,586,6,7
103395,2,9,4,85,983,6,70
103397,2,1486,9,25,725,6,98
103390,0,21,9,7,210,2,93
103391,1,2,4,90,289,9,61
103392,3,1,4,1,325,7,11
103393,2,13,4,49,520,6,29
87578,2,597,4,36,114,8,77
87579,126,2264,7,39,533,8,10
109668,1,5,4,78,279,3,81
109669,1,1,4,76,871,3,33
88568,2,274,4,78,279,0,42
88569,2,607,9,7,196,6,98
87570,2,194,9,7,210,2,98
87571,1,1,4,48,462,3,50
87572,2,153,4,12,830,6,40
87573,126,2264,9,99,363,2,98
109666,1,1,9,7,324,6,98
88563,3,112,5,11,966,6,24
88560,2,2121,4,95,587,2,64
88561,2,475,4,12,830,6,40
103970,1,2,4,43,212,6,24
103971,0,10,4,49,910,2,3
103972,2,44,0,67,208,0,15
103973,1,1,9,25,903,1,72
103974,1,2,4,1,420,7,79
103975,0,35,4,84,182,6,24
103976,1,5,4,67,260,0,55
103977,3,296,9,10,853,6,98
103978,2,146,4,49,72,2,88
103979,2,68,7,52,234,7,11
84900,126,2264,5,35,128,2,6
84901,126,2264,4,35,779,2,24
84902,126,2264,4,12,536,7,79
84903,126,2264,4,49,508,2,98
84904,126,2264,4,95,167,2,64
84905,126,2264,4,50,394,2,24
84906,126,2264,4,83,865,7,76
84907,126,2264,4,68,422,6,98
84908,126,2264,4,49,243,6,98
84909,126,2264,4,68,971,3,98
1854815,1,83,4,89,321,2,64
86229,126,2264,5,35,128,2,64
86228,2,95,4,85,717,1,88
86223,0,12,9,76,871,6,98
86222,0,52,4,12,520,6,40
86221,2,1,4,12,673,6,40
86220,2,79,4,10,476,6,54
86227,2,80,4,1,174,6,79
86226,2,1,5,85,966,2,64
86225,2,9,4,12,817,2,24
86224,2,770,4,84,729,6,98
101538,115,1488,4,12,476,6,98
101539,0,1489,4,95,587,2,64
101532,2,7,4,84,729,7,79
101533,0,3,5,11,934,6,98
101530,126,2264,4,12,856,2,24
101531,2,81,4,85,405,2,64
101536,2,660,0,17,115,0,15
101537,2,90,9,25,515,2,64
101534,1,5,4,10,337,6,98
101535,0,1,4,12,856,6,39
2381512,126,2264,4,35,779,2,64
2620997,0,36,4,1,174,7,11
2620996,126,2264,4,5,159,5,79
2620993,0,3,4,76,147,7,50
2620992,2,40,4,59,319,8,29
2620991,0,33,4,75,826,0,60
97337,1,3,4,27,456,1,24
97336,0,1,4,12,147,6,79
97335,1,2,4,10,492,3,44
97334,1,2,7,47,559,2,48
97333,2,7,4,12,212,6,24
97332,1,2,1,18,435,7,65
97331,2,146,4,65,631,5,3
97330,2,626,4,43,446,2,64
111047,1,5,4,43,348,6,24
111046,1,2,4,84,729,6,91
111045,2,1,4,10,198,6,98
111044,2,69,9,10,30,1,1
111043,2,1,4,72,397,7,36
111042,0,1,4,43,446,2,91
111041,1,2,4,43,348,6,98
94959,32,301,4,68,971,2,82
94957,0,3,4,35,128,1,6
94954,0,1,4,1,159,7,79
94955,0,3,7,39,777,8,16
94952,0,22,4,84,817,2,24
94953,2,144,4,1,504,7,79
94950,0,22,7,49,254,2,88
94951,2,159,4,68,855,6,7
110794,1,5,4,21,472,5,92
110795,1,2,4,1,504,7,79
110796,0,36,4,1,504,7,79
110797,1,2,0,17,115,0,15
110790,1,59,4,1,504,5,79
110791,1,30,4,68,704,5,54
110792,1,1,4,95,699,2,82
110793,1,5,5,11,601,2,88
110798,1,5,3,61,584,9,61
110799,0,12,5,36,245,1,29
2421140,0,3,4,1,466,7,79
96082,0,22,7,39,777,1,16
96083,23,275,4,27,32,2,24
96080,126,2264,9,27,71,1,24
96081,2,29,4,85,480,2,64
96086,1,5,4,35,779,2,82
96087,1,3,4,50,394,2,24
96084,2,1418,7,52,654,2,16
96085,0,34,4,50,516,2,24
96088,2,13,4,27,240,1,24
96089,1,1,9,25,315,2,64
3216387,126,2264,9,22,762,1,88
3216388,126,2264,4,12,520,6,98
3216389,126,2264,4,95,134,2,64
96626,2,9,4,12,147,7,79
96627,126,2264,4,84,729,7,11
96624,0,12,4,1,504,7,79
96625,3,296,4,1,147,7,79
96622,0,22,5,85,193,6,77
96623,2,7,5,73,697,7,65
96620,2,13,4,1,504,7,79
96621,1,12,9,59,196,8,77
88186,2,8,4,0,673,6,66
96628,0,3,4,5,416,2,10
96629,2,204,4,1,147,7,79
88187,2,1491,4,35,259,2,82
103804,2,0,4,35,779,5,6
103805,2,1,4,49,520,6,82
103806,0,466,4,85,562,7,36
105024,1,2,7,52,778,9,10
105025,1,1,4,50,922,2,24
88183,126,2264,4,50,922,2,24
105020,1,1,4,68,971,6,7
105021,1,2,4,12,520,6,77
105022,2,68,5,85,290,1,9
105023,2,44,4,75,962,0,42
109940,1,1,4,73,151,3,81
90671,2,228,4,76,152,5,15
104034,2,1,7,39,148,7,16
98840,0,36,4,84,125,6,24
98841,0,3,4,76,50,6,98
98842,0,22,9,7,196,6,74
98843,0,9,4,75,962,0,42
98844,0,3,4,10,982,6,98
98845,0,1,4,68,902,7,63
98846,2,127,4,12,72,2,77
98847,2,7,4,27,456,1,24
98848,0,36,9,27,71,2,24
98849,2,25,9,95,167,2,64
94178,2,588,4,1,504,7,79
94179,2,1493,4,0,346,6,66
94174,0,1,4,12,369,4,88
94175,126,2264,5,85,247,6,98
94176,1,2,4,12,99,6,40
94177,2,30,4,35,94,5,6
94170,2,1541,4,12,520,6,33
94171,0,22,9,10,196,6,98
94172,2,8,9,95,699,2,64
94173,3,1542,5,85,354,6,98
90668,2,373,4,76,776,2,77
90669,2,1270,4,12,306,2,77
90664,2,51,4,84,729,6,7
90665,2,228,4,12,131,7,79
90666,2,42,4,35,779,2,64
90667,0,1,4,75,826,0,42
90661,2,609,9,76,369,7,65
90662,2,1727,4,12,9,4,82
90663,8,1594,9,36,676,2,77
112684,2,68,4,12,151,0,81
104866,2,9,7,49,254,2,88
104865,2,664,5,6,480,2,49
108738,0,131,4,12,212,6,5
112680,2,0,4,43,446,2,64
112681,1,1,4,68,902,6,54
112682,2,1,4,10,198,6,98
112683,1,59,7,52,254,2,10
108733,2,1494,4,53,894,8,78
108732,2,30,5,44,60,2,98
108731,2,1448,4,50,394,2,95
108730,1,5,4,50,394,2,24
108737,0,12,4,12,369,6,98
108736,1,5,9,10,817,2,24
104869,0,12,4,89,321,6,54
108734,1,2,4,50,394,2,88
3199502,126,2264,9,68,223,6,54
102087,0,12,4,84,971,6,7
102086,2,1,4,1,536,7,11
102085,2,1,4,43,348,2,64
102084,2,7,4,76,401,2,64
102082,0,21,4,0,673,6,40
102081,2,13,4,84,729,6,7
102080,2,1,4,50,264,2,24
102089,2,44,4,49,758,2,24
102088,2,13,4,10,394,2,24
106708,2,664,4,12,424,8,82
91049,3,170,4,1,227,7,79
91048,126,2264,4,43,910,2,64
91047,56,589,4,80,387,7,79
91046,2,272,4,90,289,9,66
91045,2,1782,4,43,348,2,64
91044,2,66,4,68,971,2,4
106700,0,68,4,43,779,2,82
91042,8,593,4,27,658,2,24
91041,0,3,9,83,865,7,76
91040,2,414,4,49,727,2,77
99713,1,2,4,1,174,7,79
99712,2,505,4,12,946,2,77
99711,2,50,4,27,334,2,24
99710,0,1,4,30,644,4,39
99717,0,1,4,95,699,2,64
99716,0,1,4,1,536,5,11
99715,1,1,4,1,472,5,6
99714,0,1,9,77,577,7,19
99719,126,2264,4,81,75,2,82
99718,0,1,9,25,315,2,64
2771751,2,2,9,7,487,3,69
2771752,2,1,9,78,112,3,81
2771753,2,1,4,1,227,7,79
109468,0,1,4,43,348,2,98
109469,1,5,9,7,210,2,77
109461,2,1,4,36,727,2,24
109462,1,5,4,12,544,6,20
109463,1,5,4,49,327,2,16
109464,1,5,4,67,921,0,15
109465,0,52,4,78,194,3,81
109466,2,1,4,84,182,6,88
109467,0,12,4,76,50,6,98
145907,2,2,1,55,445,7,4
145906,2,30,9,85,508,2,69
145905,1,5,9,24,495,1,93
145904,1,5,4,12,617,7,79
145903,2,1,4,59,370,3,81
145902,0,1,4,35,593,5,6
92538,15,430,7,49,254,3,88
92539,2,13,7,52,533,9,46
92537,2,40,4,89,119,6,39
107077,1,59,4,76,853,6,98
107076,2,30,4,89,321,6,54
92532,2,154,9,76,659,6,98
92533,2,151,9,1,944,7,11
107073,1,59,4,43,446,2,82
145908,0,1,9,76,633,2,72
98868,1,427,4,36,114,2,24
98869,2,1,5,44,60,7,87
110963,2,1,4,2,877,0,5
110962,0,36,7,39,533,8,10
110961,1,1,4,85,936,9,40
110960,1,5,4,50,394,2,24
110967,0,2,4,49,193,2,77
110966,2,68,4,12,775,7,78
110965,1,5,4,1,147,7,79
110964,2,2,4,1,147,7,79
1447641,1,5,9,27,905,2,24
110969,1,5,4,12,325,7,98
110968,1,5,4,1,562,1,11
1094516,0,3,4,1,174,7,79
98864,51,305,4,12,856,6,7
98865,0,3,4,84,729,7,79
90646,2,8,9,73,342,7,98
90647,2,90,9,50,394,2,24
99193,2,1,4,90,620,1,96
90642,2,228,4,50,86,2,82
99194,0,93,9,49,225,3,69
98439,2,12,4,1,147,7,79
98438,2,102,9,22,409,2,64
99197,0,21,4,27,334,2,24
98431,126,2264,4,35,643,2,6
98430,2,1,4,76,369,7,11
98433,2,1497,7,52,323,2,16
99196,0,12,4,66,954,5,21
98435,3,657,4,5,353,7,90
98434,0,3,5,84,307,7,41
98437,0,12,9,76,472,2,64
98436,0,35,3,61,584,9,61
100939,0,1498,9,50,501,2,95
100938,2,79,4,36,114,2,77
100931,2,2,4,50,394,2,88
100930,0,1,5,11,811,2,91
100933,2,30,4,90,289,9,61
100932,0,3,4,1,227,7,11
100935,0,131,7,52,11,2,88
100934,1,3,4,12,50,6,79
100937,1,3,4,73,151,3,81
100936,0,3,9,73,580,3,81
93377,2,1773,4,49,520,6,77
104035,0,21,9,7,324,2,98
104036,2,68,4,76,50,6,98
104037,2,30,9,25,141,2,24
93373,126,2264,4,12,391,2,77
93372,0,12,9,82,506,3,81
104032,0,21,4,35,779,2,88
93370,2,129,4,92,79,7,63
104038,1,68,4,54,826,0,42
104039,2,1,4,12,520,2,64
93379,0,10,4,80,131,7,79
93378,3,293,4,1,131,7,79
1410842,1,1,4,68,855,6,54
85442,0,480,4,43,446,2,64
85443,126,2264,4,68,971,7,4
85440,1,2,4,43,291,2,24
85441,2,559,4,72,51,5,36
85446,2,237,4,84,729,6,98
85447,126,2264,4,43,348,2,64
85444,3,483,4,68,971,6,7
85445,2,484,0,67,208,0,15
85448,2,485,4,68,971,7,54
85449,2,251,4,84,729,6,7
96076,1,1,9,54,718,0,60
87358,126,2264,4,98,795,0,60
87359,3,464,4,98,795,0,60
104348,2,30,4,75,414,0,42
87350,126,2264,9,73,594,2,73
87351,2,1,4,41,33,2,77
87352,2,494,4,12,147,7,79
104349,2,30,4,49,327,2,88
87354,0,495,4,68,833,6,54
87355,0,496,4,36,437,2,24
87356,2,497,4,80,387,7,95
87357,126,2264,4,5,394,2,88
93005,0,50,4,27,334,2,24
93004,2,982,4,83,237,1,76
104344,2,68,9,99,782,2,73
118471,2,1,4,49,758,8,88
96078,126,2264,4,68,286,6,54
104342,1,2,4,68,971,2,24
104343,1,1,4,12,162,2,64
105345,2,1,4,50,828,2,24
105344,0,35,4,50,501,5,95
105347,2,68,9,43,75,2,82
105346,2,1,4,49,362,8,6
105341,1,2,4,89,321,8,3
105340,0,69,9,25,141,2,24
105343,1,2,4,12,212,6,7
105342,2,68,4,68,855,6,5
93002,2,9,4,68,971,7,5
105349,2,68,4,27,456,1,24
105348,2,68,4,95,699,2,64
118472,0,2095,4,76,370,6,77
84710,126,2264,5,44,60,2,24
1614072,126,2264,5,44,60,2,24
86409,126,2264,4,84,125,7,5
86408,3,2,9,49,487,3,88
106954,126,2264,4,97,973,8,3
86403,126,2264,4,89,673,6,40
86402,126,2264,0,65,713,5,26
86401,2,1501,4,50,394,2,24
86400,2,802,4,10,243,2,24
86407,126,2264,4,95,167,2,82
86406,2,739,4,76,910,2,64
86405,2,18,4,50,394,2,24
86404,126,2264,4,50,922,2,24
106951,1,1,4,12,391,2,29
106950,1,1,4,50,394,2,95
106953,2,67,4,84,182,6,82
106952,1,5,9,22,596,2,74
108470,1,5,4,84,802,6,54
108471,1,2,7,91,565,9,10
108472,1,5,4,12,162,6,7
108473,126,2264,4,12,581,6,54
108474,1,1,4,12,617,3,95
108475,1,1,4,10,405,6,40
108476,1,5,9,7,324,2,98
108477,2,68,4,76,817,2,24
108478,2,30,4,76,50,6,77
108479,0,1,9,25,141,2,24
103492,0,1,4,12,123,6,98
89008,126,2264,9,76,570,2,64
89009,126,2264,4,36,676,2,77
89006,126,2264,5,85,750,6,98
89007,2,964,4,12,505,2,93
89004,126,2264,4,68,733,6,5
89005,126,2264,4,84,983,2,29
89002,126,2264,4,12,131,7,79
89003,2,1503,4,12,9,6,77
89000,3,1504,5,11,283,2,12
89001,0,1505,5,11,163,9,40
87439,126,2264,4,75,826,0,42
87438,0,663,9,25,96,7,77
87435,126,2264,9,6,398,1,63
87434,126,2264,4,43,348,2,82
87437,0,1,4,12,933,6,7
87436,2,1,0,67,992,0,15
87431,1,5,7,39,732,9,16
87430,126,2264,4,85,9,6,98
87433,126,2264,4,81,154,2,82
87432,126,2264,9,25,141,2,24
108826,1,59,4,76,476,7,92
108825,1,59,4,35,128,2,64
108824,1,1,4,76,50,2,64
108823,126,2264,4,12,123,6,98
108822,0,1,4,35,968,2,43
89963,2,9,4,54,420,7,79
89962,0,3,4,12,776,2,64
91061,2,2,9,76,315,2,64
97119,0,1506,5,35,128,2,6
97118,2,13,4,90,84,1,96
97117,2,427,7,52,789,7,16
97116,3,352,4,1,472,5,6
97115,0,36,4,12,609,6,40
97114,0,36,9,76,659,6,98
