,km_10,km_100
85696,8,9
85695,1,70
85694,5,55
87181,8,63
87180,1,31
87183,8,59
87182,4,94
87185,7,28
87184,4,20
87187,4,13
87186,4,81
87189,7,31
87188,4,20
1694995,8,59
1977513,1,27
86588,5,55
86589,4,83
86582,4,73
86583,0,85
86580,4,15
86581,9,90
86586,8,13
86587,4,16
86584,4,41
86585,5,41
86630,5,8
86631,1,21
86632,7,28
86633,4,83
86634,5,61
86635,9,19
86636,8,9
86637,5,67
86638,0,85
86639,5,62
2621080,4,66
89789,0,14
89788,0,61
89781,8,52
89780,6,27
89783,8,59
89782,0,41
89785,4,63
89784,5,30
89787,0,43
89786,1,52
89257,6,31
89256,7,31
89255,7,94
89254,7,94
89253,6,10
89252,8,59
89251,8,59
89250,4,16
89259,9,57
89258,0,84
88782,5,55
88783,0,75
88780,4,16
88781,5,1
88786,8,59
88787,5,13
88784,4,4
88785,8,59
103202,8,59
103203,8,83
88788,8,83
88789,8,58
103206,8,1
103207,8,1
103204,0,14
103205,5,1
872995,8,59
872994,8,34
1695106,8,1
97724,5,1
97725,8,34
97726,8,59
97727,8,59
97720,8,59
97721,8,14
97722,8,59
97723,8,34
97728,8,45
97729,9,19
88128,5,1
88129,8,31
101279,8,83
93549,8,59
95472,8,13
95473,8,52
95470,8,59
95471,8,59
95476,9,19
95477,8,59
95474,8,38
95475,8,59
95478,5,1
95479,8,59
110601,8,59
101277,4,59
93540,8,9
101270,8,9
93542,4,29
101272,5,96
98579,5,41
103448,8,59
91338,5,8
98577,1,22
103440,0,96
96929,5,55
96928,5,67
96925,8,90
96924,5,55
96927,8,9
96926,4,27
96921,8,9
96920,0,68
96923,0,68
96922,5,1
103443,4,59
103444,8,90
103445,8,90
90189,8,34
111878,8,9
90185,8,13
90184,4,16
90187,8,9
111879,4,4
90181,5,79
90180,0,14
90183,4,31
90182,0,43
94404,8,71
94405,0,43
94406,8,46
94407,1,59
94400,5,1
94401,0,85
94402,5,1
94403,5,58
94408,8,79
94409,4,15
2217721,4,73
106964,8,12
108588,7,96
108589,8,59
92121,5,41
92120,7,94
92123,4,59
92122,9,19
92125,1,22
92124,4,16
92127,5,96
92126,8,68
92129,0,14
92128,4,15
108580,8,9
108581,4,27
89602,5,46
87844,8,9
108583,5,96
87845,8,9
108584,4,81
103990,1,98
108585,0,14
1434357,8,39
87847,5,8
108586,7,28
111409,6,12
111408,1,59
111407,5,96
87840,5,62
111405,8,56
111404,8,79
111403,8,59
111402,0,85
111401,8,59
87841,8,59
104172,5,8
107978,4,81
107979,5,54
107974,8,9
107975,5,8
107976,5,55
87843,7,28
107970,5,96
107971,8,59
107972,4,45
107973,5,14
93290,8,9
93291,7,94
93292,4,36
93293,5,13
93294,8,36
93295,8,59
93296,0,75
93297,8,59
93298,4,73
93299,4,49
99939,4,79
99938,8,79
99937,4,81
99936,5,73
99935,7,64
99934,0,85
99933,8,9
99932,5,96
99931,0,45
99930,0,85
96118,0,85
96119,0,43
96114,8,9
96115,0,43
96116,7,28
96117,8,76
87575,8,99
96111,8,51
96112,8,9
96113,4,73
106317,6,31
106316,4,31
106315,5,13
106314,5,67
106313,4,29
106311,8,9
106310,0,68
106318,9,34
102807,8,88
102806,8,88
102805,8,83
102804,8,83
102801,9,19
102800,8,99
87576,1,96
102809,8,79
102808,5,55
87577,8,90
145777,8,79
99069,5,61
99068,8,59
99061,5,96
99060,8,31
99063,8,59
99062,4,36
99065,4,31
99064,0,36
99067,4,41
99066,8,79
105464,8,46
105465,4,15
105466,3,54
105460,4,20
105461,8,13
105462,7,14
105463,5,1
112356,5,62
112357,8,90
112354,5,55
112355,1,59
112352,0,85
105469,9,19
112350,5,55
112351,7,28
102115,8,59
102114,3,56
102117,8,9
102116,5,1
102111,5,67
102110,8,59
102113,1,13
102112,5,74
102119,5,8
102118,0,31
2010319,8,62
107198,8,52
107199,5,96
107196,4,73
107197,8,69
107194,8,9
107195,0,43
107192,6,66
107193,0,13
107190,8,46
107191,5,13
137739,4,59
137731,4,61
137730,8,9
137733,0,85
137732,5,67
137735,9,34
137734,8,90
137737,4,13
137736,8,59
109972,8,79
109973,0,75
109970,0,75
109971,8,9
109976,8,5
109974,5,13
109975,5,79
108373,5,13
108372,8,88
108371,9,19
108370,4,29
108377,4,52
108376,5,13
108375,4,20
108374,8,97
108379,4,76
108378,8,9
111876,0,85
111877,8,62
111874,4,14
111875,4,81
111872,7,31
111873,8,59
111870,0,74
111871,4,14
91331,4,16
103441,8,9
103442,4,45
91332,0,75
91335,1,41
91334,1,91
91337,8,13
91336,6,12
145895,7,28
145894,0,14
145897,4,20
145896,5,96
145891,0,75
145890,0,43
145893,0,43
145892,0,85
145899,8,33
145898,8,90
2351149,0,75
109396,5,56
109397,5,14
109394,5,41
109395,4,13
109392,8,59
109393,4,70
109390,8,59
109391,8,83
103999,8,59
87848,0,43
87849,0,43
109398,0,43
109399,0,85
101598,0,85
101599,5,59
101594,1,59
101595,8,99
101596,8,9
101597,0,84
101590,8,9
101591,8,13
101593,0,85
109020,8,99
109021,1,62
109023,1,54
109024,7,28
109025,1,22
109026,0,43
109027,5,96
109028,8,99
109029,8,99
2681535,5,96
85558,8,14
85559,1,22
85554,5,55
85555,8,52
85556,4,29
85557,0,85
85550,1,22
85551,8,59
85552,5,8
85553,8,59
109671,3,56
109670,5,56
109673,5,79
88550,5,55
109675,5,55
109674,4,31
109677,4,31
109676,8,54
95205,0,31
95204,0,43
95207,8,9
95206,5,55
95201,5,79
95200,0,85
95203,4,59
95202,8,59
87028,4,14
87029,5,79
87022,8,13
87023,5,96
87020,5,96
87021,5,32
87026,5,45
87027,8,52
87024,8,79
87025,0,85
86775,8,59
86774,5,62
86777,4,74
86776,8,79
86771,5,96
86770,8,13
86773,8,59
86772,5,75
86779,4,14
86778,5,31
111550,0,68
94562,8,54
96358,8,9
96359,8,52
96356,0,69
96357,3,56
96354,5,96
150541,5,96
96352,4,31
96353,5,45
96350,0,68
96351,8,13
94264,5,31
94265,4,14
94266,8,46
94267,4,81
94260,5,55
94261,5,15
94262,8,46
94263,7,64
97083,0,85
94268,0,43
94269,8,5
97087,4,15
97086,1,22
150540,8,51
96684,0,85
96685,9,83
96686,8,41
96687,1,41
96680,8,54
96681,8,52
96682,7,94
96683,8,97
96688,4,14
96689,4,73
94192,7,64
94193,7,64
94190,4,20
94191,7,31
94196,7,28
94197,4,20
94194,7,94
94195,0,84
94198,5,9
94199,5,41
90682,4,14
90683,0,85
90680,4,15
90681,8,68
90686,0,68
90687,4,16
90684,4,36
90685,4,14
90688,4,13
90689,8,59
118048,5,55
118049,4,29
118040,4,97
118042,4,13
118043,4,31
118044,4,29
118045,8,51
118046,8,52
118047,9,34
93359,5,56
99269,5,46
99268,8,59
99263,8,79
99262,5,32
99261,4,38
93358,8,41
99267,4,31
99266,8,74
99265,5,79
99264,5,96
104602,8,0
97557,3,56
97556,5,41
97555,8,1
97554,4,31
97553,1,31
97552,8,5
97551,7,94
97550,4,31
97559,0,75
97558,6,66
90026,5,14
90027,0,68
90024,1,13
90025,4,16
90022,8,13
90023,8,59
90020,4,45
90021,4,20
90028,5,55
90029,8,52
1156859,8,52
94059,0,85
112888,8,61
112889,0,85
112882,4,83
112883,8,79
112880,4,59
112881,4,81
112887,8,59
112884,8,79
112885,8,9
93350,5,55
91641,8,59
108535,5,61
91643,5,31
91642,5,68
91645,0,43
91644,4,4
91647,8,46
89696,5,62
91649,5,62
91648,0,85
106909,8,60
108537,5,79
108536,1,12
108531,4,15
108530,4,15
108533,7,28
93352,4,20
108532,8,9
93649,0,68
93648,0,14
93647,4,81
93646,5,67
93645,8,52
93644,0,75
93643,5,62
93642,8,69
93641,4,81
93640,5,55
93355,8,62
104265,6,31
93127,5,45
104267,5,67
93357,8,9
104266,8,59
93123,0,75
2219105,5,91
93120,4,58
93356,2,83
98499,4,16
98498,4,14
98497,8,52
98496,8,59
98495,6,12
98494,5,55
98493,0,85
98492,4,15
98491,0,85
98490,5,97
100999,5,55
100998,8,52
100993,8,13
100992,5,41
100991,4,16
100990,4,64
100997,8,41
100996,0,74
100995,8,79
100994,5,13
104678,8,13
104679,8,59
104672,0,43
104673,8,99
104670,0,68
104671,8,5
104676,3,41
104677,4,31
104674,8,68
104675,5,59
106852,7,28
91710,8,59
106854,8,56
91716,5,79
91715,4,81
106298,8,9
106299,5,46
106290,5,79
106297,5,97
118152,8,79
106124,5,56
106125,0,85
106126,6,31
106127,5,13
106122,5,77
106128,0,94
106129,5,16
102634,0,43
102635,8,46
102636,8,13
102637,4,4
102630,0,68
102631,8,59
102632,5,1
102633,8,59
118153,4,71
102638,5,96
102639,8,59
112374,0,46
112146,7,28
112145,4,81
112144,4,14
112143,4,59
112142,7,28
112141,8,74
112140,7,28
112375,0,85
85958,4,15
85959,8,13
118156,1,98
103315,7,94
85950,8,59
85951,0,43
85952,8,13
85953,4,13
85954,6,31
85955,4,83
85956,5,55
107655,0,85
107654,9,19
107657,4,36
107656,4,81
107651,8,56
107650,4,81
107653,0,43
107652,8,13
107658,0,43
108492,4,31
108493,7,28
108490,5,55
108491,5,55
108496,3,0
108497,5,31
108494,8,56
108495,7,12
108498,8,59
108499,7,28
118154,8,13
109723,4,15
109722,5,41
109721,1,13
109720,1,31
109727,0,85
109725,4,15
109724,4,33
109729,5,33
109728,8,5
127909,0,85
127908,1,31
88379,5,8
88378,9,46
127903,1,59
127902,8,56
127901,8,69
107802,7,28
127907,5,1
127906,5,79
127905,9,19
127904,1,22
100562,9,19
100563,7,28
100560,8,51
100561,0,68
100566,8,59
100567,4,83
100564,8,83
100565,8,59
100568,4,14
100569,5,55
108236,1,52
108237,8,27
108234,0,69
108235,5,13
108232,0,85
108233,0,85
108230,4,63
108231,0,68
108238,5,15
88877,0,43
86362,8,59
86363,0,43
86360,8,13
86361,5,97
86366,5,55
86367,8,59
86364,4,15
86365,8,46
86368,8,63
86369,4,98
2496261,8,69
100386,4,20
100387,8,9
100384,6,88
100385,4,15
100382,4,16
100383,0,84
100380,9,19
100381,8,63
110413,9,19
100388,5,59
100389,5,1
86986,7,28
86987,7,28
86984,7,28
86985,7,28
86982,1,31
86983,5,45
86980,0,69
86981,5,49
86988,9,34
86989,6,12
101389,4,36
101384,5,32
84848,5,96
101381,8,52
101380,9,34
101383,5,56
101382,6,52
85189,5,55
85188,7,64
85183,5,67
85182,4,98
85181,5,8
85180,5,67
85187,5,67
85185,0,14
85184,8,9
2516349,5,55
106573,8,52
106572,4,14
106571,1,88
106570,4,36
109561,4,16
109560,5,41
109563,1,52
106426,8,52
94831,0,43
94830,4,20
94832,5,96
94835,3,56
94834,4,36
94836,4,36
94839,8,59
94838,5,31
2758568,4,73
2758569,5,55
87615,1,36
87614,8,52
87617,5,96
87616,5,31
87611,0,43
87610,4,14
87613,5,45
87612,4,36
87619,8,32
87618,8,74
89547,8,74
89546,5,68
89545,4,83
89544,9,19
89543,5,41
89542,0,85
89541,7,28
89540,8,59
89549,5,41
89548,8,9
97016,8,5
97017,8,59
110127,0,84
110126,0,84
110120,4,63
92860,5,46
92862,4,15
92863,4,15
92864,7,64
92865,5,45
110129,6,66
92867,7,64
96529,4,94
96528,6,10
97019,6,66
102374,0,85
96521,0,84
96520,0,94
96523,9,34
96522,9,30
96525,4,14
96524,6,66
96527,4,36
96526,7,27
88636,8,46
88637,0,85
88634,8,59
88635,4,14
88632,0,43
88633,0,75
88630,0,43
88631,0,84
88638,8,13
88639,0,94
102372,8,90
107811,9,19
1451107,5,56
107810,5,41
107817,4,52
107816,6,10
107815,0,84
107814,0,84
94017,0,84
94016,8,68
94015,4,94
94014,8,46
94013,8,59
94012,5,9
94011,5,56
94010,8,90
94019,4,14
94018,9,19
102432,4,61
102433,4,13
102430,8,52
102431,8,46
102436,4,79
102437,3,72
102434,9,34
102435,0,84
102438,9,30
102439,9,19
1528394,5,13
102388,4,45
102389,4,36
102384,4,41
102385,0,68
102386,0,4
102387,3,60
102380,0,85
102381,0,85
102382,0,43
102383,5,94
95766,5,96
95767,4,45
95764,8,79
95765,3,56
95762,4,83
95763,7,28
95760,7,94
95761,4,36
99432,4,15
99433,8,90
99430,4,13
99431,5,55
99436,4,20
99437,4,14
95768,4,83
95769,5,96
109521,5,45
109520,5,96
109523,8,84
109522,1,66
109525,4,98
109524,5,96
109527,0,84
109526,8,59
109529,8,99
109528,5,55
112437,4,81
112436,0,14
112435,5,96
112434,7,3
112433,7,3
112432,7,68
112431,5,8
112430,4,81
112439,6,66
112438,8,46
109299,0,85
109298,8,46
109293,0,85
109292,8,59
109291,1,41
109290,4,63
109297,4,49
109296,7,81
109295,4,73
109294,8,59
92411,5,67
92410,5,1
92413,5,1
92412,8,9
92415,8,12
92414,5,55
92417,3,41
92416,0,68
92419,4,15
92418,0,68
107229,7,94
107269,4,36
107264,4,36
107265,1,96
107266,9,30
107267,4,69
107260,4,15
107261,5,41
107262,3,56
107263,0,75
107222,1,13
107223,5,39
2645422,0,43
2645421,0,31
91850,8,79
91851,9,19
91852,7,28
91853,4,27
91854,0,75
91855,3,56
91856,4,73
91857,4,46
91858,0,14
91859,8,79
107840,5,1
107841,1,33
107845,1,33
107846,5,13
100819,9,59
100816,5,96
100817,5,55
100814,5,55
100815,8,52
100812,8,59
100813,7,28
100810,4,29
100811,1,79
101149,0,85
101148,5,67
101143,8,90
101142,5,90
101141,0,84
101140,9,19
101147,8,88
101146,5,67
101145,0,84
101144,8,12
1101271,8,59
99883,8,79
99882,5,9
99881,4,36
99880,0,74
99887,0,85
99886,5,8
99885,5,48
99884,8,59
99888,4,31
92663,4,83
109225,5,78
98288,9,19
98289,8,9
98286,8,99
98287,0,84
98284,8,59
98285,0,84
98282,0,43
98283,0,84
98280,0,59
98281,8,74
101851,4,36
101850,8,59
101852,6,31
86502,8,46
86503,8,59
86500,3,56
86501,4,58
86506,0,85
86507,0,85
86504,4,15
86505,4,59
86508,9,19
86509,9,19
1087865,4,58
1087867,4,73
178907,6,12
89701,6,12
89700,8,12
89703,4,81
89702,5,55
89705,5,45
89704,4,73
89707,0,74
89706,7,28
89709,4,36
89708,5,40
85859,7,94
85858,4,15
85855,0,71
85854,5,36
85857,5,41
85856,8,90
85851,5,55
85850,4,31
85853,9,19
85852,0,85
103178,4,45
103179,4,41
96355,7,94
103170,4,94
103171,8,59
103172,8,4
103173,0,85
103174,5,1
103175,8,59
103176,8,13
103177,4,81
97089,4,31
97088,8,4
109886,8,63
103283,4,14
109884,4,16
109885,4,15
109882,9,90
87751,5,45
109880,5,1
109881,4,71
103288,4,73
103289,5,41
87758,4,13
87759,4,98
2620756,5,46
97085,4,15
97084,5,9
109864,0,43
109865,4,20
109866,8,90
109867,5,14
109860,4,36
100489,4,83
100488,4,53
109862,4,14
100481,8,36
100480,4,14
100483,0,85
109863,7,90
100485,8,68
100484,8,59
100487,4,13
100486,4,73
103826,5,13
103827,5,41
103824,4,13
103825,4,38
103822,8,71
103823,5,49
103820,5,94
103821,4,64
103828,4,20
103829,5,96
100733,7,36
100732,4,29
86085,8,41
84819,6,12
100737,4,89
100736,6,66
100735,5,46
100734,8,46
84812,8,59
84813,1,31
100739,4,41
100738,9,19
84816,0,68
84817,5,13
84814,5,16
84815,0,68
1379962,0,85
2516064,5,85
90279,0,85
90278,5,96
90277,7,7
90276,5,41
90275,9,34
90274,5,13
90273,5,96
93418,4,45
90271,0,85
90270,7,27
101466,4,38
101467,7,64
101468,8,59
101469,7,64
91227,6,31
91226,5,67
1859075,8,79
103770,8,32
91224,7,88
91223,8,77
91222,0,85
91221,1,31
93416,4,15
103775,5,59
93417,5,45
85068,5,1
85069,5,1
85064,5,36
85065,4,81
85066,5,67
85067,0,69
85060,4,36
85061,4,15
85062,8,58
85063,8,52
102287,8,69
111159,4,49
111158,4,3
111155,4,15
111154,4,15
111157,8,59
111156,7,64
111151,7,15
111150,7,15
111153,7,64
111152,4,15
95359,0,68
95358,8,9
95357,4,16
95356,9,57
95355,4,13
95354,7,94
95353,4,31
95352,8,84
95351,6,66
95350,4,38
110688,5,55
110689,5,67
110686,4,15
110687,0,43
93218,4,83
93219,8,99
85804,4,73
93210,8,69
93211,4,13
93212,8,59
93213,4,14
93214,4,15
93215,6,36
93216,4,36
93217,9,58
111487,0,68
111486,5,41
111485,5,55
111484,4,20
111483,0,84
111482,0,84
111481,0,84
111480,1,31
112725,4,36
111489,5,96
111488,4,94
110354,5,77
110355,5,55
110356,1,22
110357,4,58
110351,1,8
110352,9,34
87913,6,12
110358,0,84
110359,1,77
118163,7,28
118162,4,15
118161,5,67
96197,4,95
96190,0,75
96191,7,28
118165,1,52
118164,1,22
109244,9,57
118169,9,57
118168,9,57
96198,4,38
96199,5,96
109245,1,78
87914,4,41
87915,0,84
98048,0,84
98049,5,55
98040,8,37
98041,0,84
98042,0,43
98043,5,74
98044,8,4
98045,9,98
98046,7,27
98047,5,67
93968,0,85
93969,6,66
93962,9,57
93963,1,12
93960,0,43
93966,0,43
93967,0,85
93965,4,20
105752,1,22
105753,8,90
105750,1,22
105751,8,59
105756,9,57
97242,1,36
105754,4,45
105755,8,69
97249,8,59
97248,6,31
107448,4,20
107449,5,61
107447,8,69
107440,5,55
107441,4,46
2812588,8,52
99260,0,43
94606,4,73
94607,4,73
1382222,0,68
98959,5,96
94602,0,31
94603,8,61
94600,8,46
94601,9,57
98952,5,14
98953,0,85
98950,8,84
98951,0,85
98956,8,41
98957,0,71
94608,8,71
94609,4,78
90736,6,31
90737,4,20
90734,5,13
90735,9,57
90732,7,94
90733,1,20
90730,9,57
90731,1,41
90738,4,15
90739,1,22
108041,0,31
108040,5,55
799760,4,20
104939,5,55
104938,8,46
104935,1,12
104934,5,96
104937,4,73
104936,5,1
104931,4,41
104930,0,84
104933,0,43
104932,7,28
102199,7,88
102198,1,72
102195,8,59
102194,1,22
102197,5,41
102196,4,13
102191,8,36
102190,8,59
102193,8,59
102192,1,59
106478,5,61
99605,4,59
99604,9,34
99607,4,98
99606,4,59
99601,0,85
99600,8,46
99603,8,71
99602,4,31
99609,4,31
99608,7,94
109316,4,20
109314,5,1
109315,0,85
109312,0,85
109313,4,81
109310,5,23
109311,4,36
107295,7,28
107294,6,66
107296,0,43
107291,0,43
91955,5,62
91954,1,22
91957,5,90
91956,4,63
91951,8,9
92750,5,55
91953,8,5
91952,5,41
107292,1,52
91959,1,74
91958,8,18
92600,5,67
92601,4,49
92602,4,36
92603,1,36
92604,8,27
92605,4,45
92606,5,59
92607,5,55
92608,8,69
92609,9,30
145818,5,45
145815,9,57
145814,4,83
145817,4,69
145816,7,28
145811,7,7
145810,7,28
145813,7,28
93023,7,28
93022,7,28
93553,4,31
93552,8,76
93551,5,61
93557,4,81
93556,0,85
101268,0,43
93554,8,61
101266,4,31
101267,5,96
93559,8,27
93558,5,13
101262,4,83
101263,0,68
101260,4,81
101261,8,56
98563,1,22
98562,4,31
98561,4,11
98560,4,11
98567,4,11
98566,4,11
98565,4,83
98564,4,4
98569,4,11
98568,4,11
88407,8,52
88406,5,61
88409,1,96
104168,4,15
88408,4,15
85266,5,56
85267,0,85
85264,8,90
104166,9,57
104167,5,38
85260,5,38
104165,5,38
89997,5,38
103983,5,39
89999,9,98
218451,8,70
218456,8,59
218457,8,59
218455,4,20
945737,1,30
103986,1,39
2009825,8,59
86545,9,19
108526,8,9
108527,5,55
108524,7,28
108525,0,68
108522,4,13
108523,8,59
108528,1,22
108529,1,52
87989,0,69
89110,8,41
89111,8,74
89112,5,1
89113,0,84
89114,5,96
89115,8,59
89116,7,28
89117,7,28
89118,1,11
89119,7,28
103329,7,94
103328,6,31
3187538,7,28
88868,4,81
88867,8,79
103320,5,1
103323,8,39
103322,1,22
103325,1,12
88862,1,12
103327,5,1
88860,1,22
87982,5,96
87985,8,88
103877,8,31
87986,8,59
86054,8,59
86055,7,33
86056,8,99
86057,8,59
86050,5,96
86051,0,68
100784,9,30
86053,4,49
97001,1,22
97000,5,13
97003,4,63
97002,4,16
97005,1,22
97004,4,59
97007,1,52
97006,8,70
97009,4,31
97008,4,31
88249,5,96
88248,9,66
100676,0,14
100677,0,84
100674,5,41
100675,5,15
100672,0,13
100673,8,32
100670,4,13
100671,8,98
100678,0,43
95538,0,43
95537,0,43
95536,0,85
95535,7,37
95534,4,71
95533,5,41
95532,5,67
95531,5,68
95530,8,25
86296,8,68
86297,4,36
86294,4,59
86295,4,15
86292,1,56
86293,4,81
86290,4,20
86291,5,41
86298,4,61
86299,8,13
96848,0,85
96849,5,32
96846,4,94
96847,8,9
96844,0,84
96845,4,81
96842,8,59
96843,5,15
96840,5,55
96841,1,91
2783506,5,13
111690,1,22
931614,4,29
931615,1,22
112800,5,55
112801,8,13
112806,1,36
112807,4,36
112804,4,36
112805,6,10
112808,6,10
112809,5,94
94720,8,49
94723,1,22
94722,8,13
94725,4,78
94724,5,1
94727,1,98
94726,8,59
94729,6,66
94728,0,84
1992738,5,45
110066,0,71
110067,4,36
97826,8,59
97825,5,45
97824,5,78
97823,8,78
97822,8,78
97821,4,38
97820,8,59
97829,4,15
97828,9,19
95090,4,20
95091,5,38
95092,1,12
95093,4,20
95094,8,74
95095,5,96
95096,7,28
95097,7,94
95098,0,94
3162143,0,94
110068,1,94
103353,1,94
110069,1,94
104377,1,22
117979,1,22
117978,5,55
117975,4,73
117977,4,20
117976,4,83
104375,9,19
111728,4,20
104374,0,84
103354,0,85
111722,0,85
104373,7,94
111720,4,81
111721,5,67
111726,4,13
111727,4,14
111724,4,38
111725,7,28
92378,8,99
92379,5,56
92370,8,59
92371,8,90
92372,1,41
92373,8,23
92374,1,23
92375,1,41
92376,9,19
92377,8,94
89877,9,19
89876,5,55
89875,5,46
89874,5,59
89873,4,38
89872,5,55
89871,4,20
89870,8,74
89879,8,83
89878,8,9
104812,4,15
88832,8,59
104816,7,64
104817,5,67
104814,8,59
1146799,5,13
104815,9,46
103357,8,70
1394575,2,76
104819,1,22
98369,4,11
91640,8,98
98365,5,96
98364,5,55
98367,7,31
98361,1,22
98360,6,66
98363,4,15
98362,1,22
92958,1,8
92959,1,20
92954,7,23
92955,1,22
92956,4,45
92957,1,41
92950,9,66
92951,7,28
92952,0,42
92953,7,94
91646,4,11
96019,3,56
96018,4,15
93029,9,19
93028,7,28
104360,6,31
96010,0,43
93021,7,94
93020,5,55
93027,4,98
93026,5,41
93025,4,74
93024,0,84
105099,1,52
105098,8,52
106210,8,9
106211,0,85
105091,8,1
105090,6,66
105093,8,66
106219,4,83
105095,0,43
105094,0,43
105097,5,38
105096,5,38
99108,6,66
99109,0,43
99102,4,94
99103,4,15
99100,1,69
99101,8,59
99106,7,64
99107,7,94
99104,8,4
99105,8,46
1520654,4,49
105543,7,28
105542,0,14
105541,8,59
105540,4,31
105547,9,34
105546,4,15
105545,8,32
105544,1,45
105549,4,45
105548,4,16
102011,7,28
102012,5,1
102013,4,16
102014,4,36
102015,4,36
102016,0,85
102017,5,69
102018,1,83
102019,4,94
89291,0,84
89290,0,94
91050,5,16
91051,8,4
91052,5,55
103651,1,41
103650,0,84
91562,7,28
91563,8,61
91564,8,9
91565,7,28
91566,0,84
91567,0,84
91568,0,84
103658,0,84
106715,0,85
106714,7,13
145668,5,55
145669,5,16
145662,4,16
145663,7,28
145660,0,69
145661,0,75
145666,8,59
145667,4,14
145664,4,36
145665,8,46
101659,1,69
101658,5,22
101653,5,41
101652,4,20
101651,4,13
101650,0,69
101657,1,22
101656,4,14
101655,4,49
101654,4,49
109102,0,84
109101,8,76
109100,8,41
103511,4,46
92033,5,55
92032,1,22
92031,0,84
92030,5,55
92037,1,9
92036,8,90
92035,8,8
92034,1,98
100306,1,36
100307,4,81
92039,7,64
92038,0,68
100302,8,9
1306761,5,41
100300,5,67
100301,4,76
618680,4,81
86908,9,19
86909,4,74
86906,4,96
86907,8,46
86904,4,83
86905,8,59
86902,7,59
86903,9,30
86900,4,20
86901,8,68
2760668,4,20
2760669,8,90
109474,8,59
91209,5,55
2680437,4,38
2680438,8,41
2680439,5,38
620567,0,43
85767,4,36
85766,4,64
85765,1,41
85764,6,10
85763,1,94
85762,0,85
85761,4,68
85760,8,99
85769,0,41
85768,4,4
87699,6,10
87698,4,15
87695,4,59
87694,9,12
87697,4,36
87696,8,56
87691,4,98
87690,4,81
87693,7,64
87692,4,16
89954,4,59
108875,1,22
2620845,7,14
108876,8,59
108877,5,96
108870,5,89
108871,0,85
108872,4,81
108873,5,13
86128,1,22
86129,1,22
108587,1,22
86124,5,62
108878,5,38
86126,5,38
86127,8,32
86120,4,98
86121,5,61
86122,5,61
108879,5,55
219510,5,45
219512,9,19
89095,4,31
89094,4,20
89097,9,90
89096,0,68
89091,1,22
89090,4,13
89093,6,46
89092,5,38
89099,4,11
89098,5,22
96259,4,98
96258,0,68
96253,8,63
96252,8,36
96251,1,22
96250,1,96
96257,8,59
96256,7,28
96255,8,59
96254,7,20
97768,8,59
97769,4,11
88168,0,69
88169,4,11
89323,8,59
89322,8,70
89321,1,36
89327,5,61
89326,0,68
89325,0,85
89324,5,96
89329,4,38
89328,1,22
103516,1,83
88162,1,22
103514,7,12
103515,7,59
103512,0,85
103513,5,78
103510,4,15
97761,5,20
97762,7,94
103518,7,63
103519,4,83
97763,0,43
94099,4,16
94098,5,74
94097,1,22
88166,8,13
94095,4,15
94094,8,77
94093,9,57
94092,9,19
94091,1,22
88167,0,69
84858,7,28
90969,1,41
90968,1,69
90967,8,59
90966,0,42
90965,0,69
97767,1,36
90963,1,22
90962,8,63
90961,1,22
90960,5,62
2445445,0,74
99344,1,22
99345,0,71
99346,4,15
99347,4,45
99340,2,44
99341,8,90
99342,5,38
99343,4,98
99348,8,74
99349,4,14
118251,4,41
118250,7,94
118253,5,32
118252,9,59
118255,1,13
118254,7,28
118257,8,59
118256,8,74
118259,8,9
118258,1,96
1096161,0,75
97610,8,9
92503,5,41
97612,1,22
97613,1,22
97614,4,38
97615,1,22
97616,1,91
97617,0,43
97618,0,43
97619,0,85
92501,1,22
90343,8,59
90342,4,13
90341,0,85
90340,0,85
90347,4,81
90346,9,19
90345,0,43
90344,9,30
90349,1,46
90348,1,36
107045,1,22
92505,0,84
107047,4,15
95898,7,94
95899,4,20
2009288,6,66
103906,0,85
106821,4,98
106820,8,59
91760,8,46
91761,5,56
91766,7,28
91767,5,96
106827,0,85
106826,8,27
106829,9,59
106828,4,29
91768,4,31
91769,0,85
93728,4,20
93729,5,1
93720,7,28
93721,1,22
93722,5,67
93723,0,73
93724,4,36
93725,1,36
93726,0,43
93727,1,21
111397,1,52
111399,1,22
111398,1,22
1100531,8,59
110999,5,38
92239,1,22
92238,5,1
2679834,1,32
2679835,8,5
92235,8,69
92234,4,29
92237,0,85
92236,1,41
92231,8,99
92230,1,96
92233,1,22
92232,9,19
93188,0,85
93189,0,43
93184,3,41
93185,7,28
93186,8,77
93187,8,77
93180,0,43
93181,6,10
93182,8,52
110993,4,38
98758,0,85
98759,0,85
98750,5,96
98751,4,78
98752,8,59
98753,8,68
98754,0,71
98755,4,20
98756,7,28
98757,4,20
110440,4,29
110441,0,75
110442,4,31
110443,4,38
104539,1,83
104538,1,89
104531,4,38
104530,9,19
104533,0,14
104532,3,62
104535,1,52
104534,4,16
104537,1,96
104536,4,13
95896,1,22
95897,4,31
99809,1,38
