,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000,hc_10,hc_100,hc_1000
106814,5,69,961,2,15,275,0,10,433
91756,6,17,229,4,98,693,3,22,300
91755,5,69,831,2,15,922,2,13,986
106817,9,17,983,4,9,71,2,44,434
91753,9,51,855,4,71,227,5,76,327
106811,0,68,869,9,14,942,4,9,346
94503,9,8,643,4,81,253,9,71,484
91750,4,57,242,9,24,958,3,80,733
97975,0,16,651,9,1,190,4,9,455
97974,0,19,36,9,97,322,2,48,358
97977,9,35,440,4,62,237,2,13,217
97976,0,16,132,9,1,494,4,9,308
97971,9,17,729,4,9,325,2,8,213
97970,9,51,158,4,10,175,1,46,492
97973,9,34,10,4,9,923,9,71,484
97972,8,60,384,0,60,894,4,18,753
97979,0,17,232,4,49,557,2,8,397
97978,0,17,232,4,49,557,2,8,397
2678134,4,31,410,3,25,120,1,26,6
2678135,9,8,795,4,9,291,2,44,434
2678133,0,16,815,9,97,292,4,36,52
92228,0,98,703,9,48,256,2,85,778
92229,0,76,784,9,97,589,2,6,185
92226,7,64,569,7,54,323,9,60,271
92227,0,2,417,9,97,312,0,30,137
92224,9,17,512,4,9,755,1,0,624
92225,9,8,440,4,81,237,2,13,336
92222,0,32,357,4,94,545,2,16,830
92223,0,19,21,9,97,190,4,9,842
92220,0,32,357,9,83,545,2,16,944
92221,7,52,805,7,16,802,9,60,54
111506,4,51,513,7,71,875,5,76,750
111507,9,76,736,4,29,361,0,79,50
111504,9,34,187,7,26,923,9,71,484
111505,9,44,76,4,48,845,1,24,1
111502,0,76,243,9,28,843,2,6,940
111503,4,80,569,3,29,705,9,60,271
111500,0,80,179,9,1,462,4,36,363
111501,0,67,170,9,12,117,2,78,879
111508,9,8,842,4,81,705,2,13,211
111509,0,32,114,9,94,162,2,16,944
110459,0,67,718,9,12,449,2,25,537
110458,7,5,175,7,64,906,9,71,265
99814,0,19,558,9,97,3,9,60,470
99815,7,97,889,7,4,360,9,11,446
99816,9,8,497,4,48,291,2,85,661
99817,7,52,885,7,16,822,9,60,758
99810,9,98,945,4,91,85,2,13,211
99811,8,8,243,4,28,115,2,6,972
99812,0,73,89,4,0,208,0,5,383
99813,4,85,250,3,53,274,1,29,619
99818,0,93,811,9,24,958,2,48,358
99819,4,80,569,3,33,733,4,23,717
104504,0,67,170,9,12,117,2,78,879
104505,9,8,649,4,81,784,2,44,684
104506,0,19,170,9,83,117,2,78,879
104507,8,51,392,0,18,380,5,37,258
104502,0,19,896,9,97,322,4,36,145
104503,0,19,867,9,83,292,4,55,158
104508,9,13,62,4,30,80,2,75,469
104509,0,17,232,4,49,557,2,8,397
105675,0,17,729,9,49,557,4,36,145
105674,7,52,521,7,16,211,9,11,446
105677,7,24,142,7,84,272,5,58,42
105676,0,68,81,9,1,62,4,18,571
105670,7,52,80,7,16,904,9,60,497
105673,9,78,570,4,90,833,5,62,195
105672,4,50,275,3,69,992,1,49,704
105679,7,45,816,7,16,580,9,92,991
105678,0,7,158,9,1,175,1,46,281
102906,0,68,694,9,14,942,4,18,376
102904,5,82,953,2,65,55,1,26,135
102905,5,3,304,2,15,600,0,10,459
102902,5,3,953,2,15,517,0,10,458
102903,9,67,653,4,12,196,2,25,746
102900,9,34,646,4,26,561,2,44,69
102901,0,28,201,9,47,186,2,54,380
2620974,9,17,649,4,9,340,2,44,434
3170727,0,52,248,7,16,866,2,16,284
3170729,7,24,142,7,84,272,5,58,42
3170728,8,6,392,0,18,947,5,42,214
2620972,4,50,874,1,69,124,1,49,978
90598,9,34,442,4,26,556,2,73,687
95512,9,17,10,4,9,223,2,8,247
100218,4,73,89,4,0,208,2,75,266
107749,4,67,131,9,12,679,1,0,542
107748,0,16,170,9,83,983,2,25,738
107747,8,6,264,0,26,88,2,73,212
107746,9,51,209,4,71,227,5,37,258
107745,9,17,604,4,9,998,2,44,262
107744,9,17,358,4,49,921,2,8,378
107743,9,98,945,4,9,755,2,13,71
107741,0,19,793,9,97,682,4,36,653
107740,7,5,759,7,64,112,2,75,266
90592,9,5,521,4,64,253,9,71,896
90593,0,35,440,4,62,237,2,57,369
2812209,0,16,867,9,83,292,4,36,556
109819,0,98,306,9,48,256,2,57,394
109818,8,60,713,9,60,411,4,18,753
109815,0,67,131,9,12,449,2,25,738
109814,7,52,80,7,16,904,9,60,497
109817,9,13,974,4,30,930,2,75,22
109816,8,83,315,0,22,711,5,56,430
109811,0,19,357,9,83,545,4,36,52
109810,0,67,629,9,12,576,2,25,738
109813,7,24,518,7,84,272,5,58,42
109812,4,80,665,9,29,856,9,60,271
112763,8,51,207,0,18,11,5,42,517
112767,7,5,521,7,64,213,9,71,896
112766,0,93,811,9,97,725,2,48,358
112765,4,80,331,3,29,911,9,60,271
112764,8,14,392,0,7,433,5,42,818
112769,0,2,417,9,17,594,0,30,137
112768,7,52,784,7,16,730,2,16,284
91824,4,41,720,9,52,776,2,54,330
100438,9,34,993,4,26,435,2,44,69
100439,7,45,885,7,4,802,9,92,968
100434,4,80,344,4,29,808,2,6,159
100435,5,10,94,2,6,952,6,83,448
100436,0,7,158,1,78,43,1,46,281
100437,0,76,806,9,1,722,4,9,455
100430,9,17,542,4,49,337,2,44,496
100431,8,84,949,0,79,489,1,0,188
100432,0,53,700,9,97,453,4,45,221
100433,8,75,635,0,60,671,4,9,781
108140,8,86,262,0,35,597,5,66,187
108145,0,68,694,9,14,942,4,18,348
108146,0,67,718,9,12,869,2,25,537
108147,7,52,805,7,16,802,9,60,54
108148,9,14,748,9,49,611,4,59,251
108149,4,86,262,3,35,597,5,66,187
1964908,0,17,232,9,49,557,2,8,397
91822,9,8,243,4,28,115,2,6,972
86018,0,19,765,9,20,590,3,22,121
86019,0,19,896,9,97,843,2,57,369
86010,7,64,797,7,54,653,9,14,107
86011,0,2,417,9,17,594,4,9,356
86012,4,43,499,4,51,136,2,13,994
86013,9,8,649,4,81,784,2,44,684
86014,0,32,395,4,94,44,2,57,394
86015,7,64,879,7,54,100,9,14,152
86016,0,16,867,9,83,292,4,36,52
86017,0,19,896,9,83,292,4,36,692
91256,7,5,216,7,64,213,9,11,141
91257,7,5,296,7,64,351,9,11,446
91254,9,13,62,4,30,481,2,75,919
106596,0,67,434,9,28,196,2,25,746
91252,0,76,392,9,7,433,5,42,818
91253,9,8,759,4,81,112,0,28,120
91250,4,17,358,1,49,366,2,8,378
91251,9,34,87,4,26,923,9,71,484
106599,7,52,558,7,16,946,9,60,54
106598,7,0,734,7,3,278,9,11,828
91258,4,50,11,1,69,925,1,7,520
91259,4,9,331,7,69,951,2,48,176
100290,0,52,558,7,16,628,9,60,470
100291,0,16,189,9,1,300,4,36,692
100292,9,8,983,4,28,196,0,72,863
100293,4,31,410,9,25,775,2,13,515
100294,8,83,53,0,22,913,4,9,455
100295,0,19,793,9,97,682,4,36,653
100296,0,16,300,9,83,292,4,36,52
100297,0,52,558,9,1,3,9,60,470
100298,9,73,730,4,0,542,0,5,383
100299,9,35,192,4,62,237,2,57,369
101749,8,51,207,0,18,11,5,42,517
101748,0,16,132,4,83,62,4,36,554
101745,0,76,885,7,97,212,9,92,968
101744,0,68,975,9,14,361,9,60,648
101747,9,8,649,4,81,291,2,16,621
101746,9,51,635,4,10,722,4,9,781
101741,0,98,859,9,48,256,2,85,105
101740,9,73,89,4,0,542,0,5,383
101742,7,52,805,7,16,946,9,60,54
87949,0,8,243,9,28,843,2,6,972
87948,4,31,814,9,48,775,2,13,515
87945,4,7,572,9,78,302,1,46,889
87944,7,52,658,7,16,682,9,60,470
87947,0,52,80,7,16,904,9,60,413
87946,9,45,218,7,16,353,9,14,307
87941,4,75,272,3,28,393,2,13,172
87940,7,52,805,7,16,802,9,60,54
87943,7,52,375,7,16,998,9,60,413
87942,8,51,215,0,71,875,5,37,258
92730,0,16,542,4,83,60,2,44,320
92731,7,52,80,7,16,904,9,60,497
100263,9,17,287,4,48,845,2,85,661
92733,0,42,615,3,87,474,1,41,799
92734,4,73,875,4,94,208,0,5,383
100264,0,67,718,9,12,869,2,25,537
92736,0,35,440,4,62,237,2,57,369
92737,0,13,3,9,30,953,2,75,871
100269,0,32,357,9,94,545,2,16,826
92739,4,98,471,1,91,255,1,46,281
100214,9,59,263,4,36,236,2,86,57
85091,9,98,649,4,91,928,2,13,71
85090,0,16,300,9,83,292,4,36,52
85093,0,98,206,4,91,844,2,13,63
85092,0,67,653,9,17,594,2,25,537
85095,0,98,434,9,28,843,2,6,370
85094,4,35,471,9,91,829,2,6,531
85097,8,68,923,0,14,539,4,18,376
85096,0,67,718,9,12,869,2,25,537
85099,9,52,774,4,16,998,9,60,413
85098,4,80,842,3,29,705,2,6,32
100215,0,67,101,9,12,983,0,30,137
85635,9,17,10,4,9,223,2,8,247
85634,4,80,569,3,29,856,9,60,271
85637,7,52,805,7,16,802,9,60,54
107312,4,86,262,3,35,597,5,66,187
85631,9,34,993,4,26,599,2,73,212
85630,0,32,815,9,48,929,2,85,105
85633,0,53,36,9,42,786,4,45,221
85632,0,98,179,9,48,85,2,85,267
85639,0,19,21,9,97,58,4,36,653
85638,0,91,364,9,80,81,4,36,600
104010,0,17,729,9,49,557,2,8,397
89987,0,16,271,9,1,3,4,36,564
108804,0,16,711,9,83,62,2,54,330
89985,0,76,805,9,97,802,2,6,185
108806,7,52,529,7,16,534,9,60,271
89983,0,52,171,9,16,3,4,36,653
89982,8,49,274,9,85,266,5,50,644
89981,9,86,635,4,35,597,4,9,781
108802,7,24,767,7,4,802,9,92,968
108809,0,14,737,9,7,409,5,42,818
108808,0,16,132,9,83,62,4,36,167
89989,4,28,793,9,13,950,4,36,556
89988,7,52,13,7,16,351,9,11,446
87163,9,34,521,4,26,923,9,71,484
87162,4,41,247,9,52,776,2,54,330
87161,7,52,813,7,16,142,9,14,152
87160,4,80,783,3,47,259,4,23,853
87167,9,14,212,9,48,256,2,85,778
87166,0,28,372,9,97,142,4,45,221
87165,4,50,331,7,69,566,2,48,176
87164,0,28,805,9,97,322,4,36,556
87169,0,28,372,9,97,322,4,36,556
87168,0,83,748,9,22,913,4,18,51
118449,9,17,29,4,9,71,2,44,434
118444,8,60,728,0,60,894,4,18,672
118445,0,76,162,9,35,85,5,66,721
118446,7,52,558,7,16,628,9,11,446
118440,7,97,425,7,4,321,9,11,446
118441,7,45,126,7,4,734,9,92,647
118442,0,68,694,9,14,942,4,18,348
118443,0,52,658,9,16,682,9,60,758
95924,5,69,528,2,15,540,0,10,87
95925,5,69,882,2,15,772,1,4,30
95926,8,60,840,0,60,389,5,42,191
95927,4,31,703,3,48,120,2,85,778
95920,4,31,781,3,55,120,2,85,778
95922,4,46,687,1,31,905,8,69,5
95923,7,45,245,7,4,734,9,92,647
95928,0,52,805,9,97,682,2,6,185
88768,0,67,718,9,12,869,2,25,537
88769,0,16,101,9,83,983,4,36,228
88764,9,8,983,4,9,266,2,44,434
88765,9,17,358,4,49,768,2,8,378
88766,4,80,886,3,47,259,4,23,61
88767,8,60,384,0,60,894,4,18,672
88760,4,80,176,3,29,770,4,23,219
88761,9,17,358,4,49,768,2,8,378
88762,9,17,10,4,9,223,5,37,273
88763,7,24,767,7,64,676,9,11,446
107211,8,60,38,0,60,432,2,73,687
107210,9,34,10,4,9,223,2,8,247
97786,4,50,874,3,69,124,1,49,227
97787,9,8,795,4,9,253,9,71,484
97784,5,3,953,2,15,517,0,10,458
97785,5,69,304,2,15,990,0,10,459
97782,8,68,923,0,14,539,4,18,376
97783,0,67,101,9,12,576,2,25,537
97780,0,91,250,9,53,274,1,29,619
97781,4,81,302,9,39,429,5,76,932
97788,0,32,357,9,83,545,4,36,692
97789,9,34,87,4,26,26,5,35,724
94329,4,80,646,3,29,930,5,76,327
94328,0,16,283,4,1,869,4,9,832
94325,0,28,700,9,47,322,4,45,221
94324,4,41,247,9,52,165,2,54,965
94327,7,5,160,7,64,730,9,11,914
94326,4,80,154,4,48,992,1,49,934
94321,7,52,187,7,16,628,9,71,484
94320,8,60,207,0,18,11,5,42,517
94323,0,32,357,9,94,545,2,54,380
94322,0,35,309,9,62,782,4,18,571
90839,9,35,440,4,62,237,2,57,369
90838,9,34,287,4,26,678,2,73,955
90835,9,51,939,4,87,376,5,76,327
90834,8,60,292,0,60,894,4,18,41
90837,8,60,207,9,60,389,5,42,191
90836,8,90,182,0,40,961,5,90,194
90831,9,6,209,4,10,227,5,37,389
90830,9,59,993,4,36,599,5,37,439
90833,0,67,101,9,12,983,2,25,537
90832,9,5,970,4,64,778,9,11,141
96789,9,8,663,4,81,804,2,6,222
96788,0,16,410,9,14,472,2,6,940
96785,3,65,828,6,21,266,1,27,224
96784,9,17,983,4,9,71,2,44,434
96787,7,24,767,7,29,676,5,58,357
96786,4,43,248,1,94,715,2,16,284
96781,0,51,215,4,71,380,4,9,270
96780,0,86,162,9,35,960,5,66,721
96783,9,67,554,4,12,888,2,25,257
100880,9,34,10,4,26,223,2,8,247
97438,9,17,618,4,10,184,5,37,389
97439,0,16,434,4,28,843,2,6,370
97434,0,76,952,9,1,85,4,9,308
97435,0,67,159,9,94,658,2,16,830
97436,7,92,102,7,54,169,9,63,680
97437,0,52,558,9,16,3,9,60,470
97430,9,8,983,3,9,856,5,37,909
97432,7,52,80,7,16,904,9,60,413
97433,9,34,10,0,9,223,2,8,247
90789,8,65,160,0,21,266,1,27,224
90788,9,34,10,4,26,223,2,8,247
90783,0,8,663,4,87,993,2,6,222
90782,4,34,646,3,29,770,2,54,965
90781,6,23,999,1,77,893,3,22,442
90780,0,67,718,9,12,355,2,25,537
90787,0,14,737,0,7,409,5,65,441
90786,0,14,737,9,7,409,5,42,818
90785,7,5,123,7,64,112,2,75,800
90784,8,68,69,0,14,539,4,18,376
95498,4,80,344,4,29,808,2,6,159
148798,9,86,287,4,35,340,2,85,661
95494,0,67,283,9,12,869,2,25,537
95495,0,98,859,9,48,929,2,85,105
95496,0,98,859,9,48,929,2,85,105
148796,0,43,395,9,51,750,2,16,694
95490,7,5,521,4,64,213,9,60,54
95491,8,54,742,0,90,537,5,87,39
95492,7,45,60,7,4,734,9,92,647
95493,7,45,60,7,4,443,9,92,36
99698,7,45,218,7,4,989,9,92,36
99699,9,34,442,7,26,989,9,92,36
99696,7,45,218,7,16,989,9,92,36
99697,7,45,218,7,4,443,9,92,36
99694,7,45,218,7,4,989,9,92,36
99695,7,45,218,7,64,989,9,92,36
99692,7,45,218,7,4,443,9,92,36
99693,7,45,218,7,4,443,9,92,36
99690,9,34,218,0,26,989,9,92,36
99691,4,80,937,3,29,506,2,48,358
95148,8,60,384,0,60,894,4,18,884
95149,0,16,243,4,28,843,2,6,370
95142,9,17,10,4,9,923,9,71,484
95143,9,59,263,4,36,236,2,86,57
95140,0,93,811,9,24,725,2,48,358
95146,8,83,369,0,22,389,5,42,191
95147,4,80,665,7,69,856,1,49,704
95144,0,76,359,9,47,749,5,66,721
95145,9,34,993,4,26,678,2,73,212
112561,8,60,668,0,60,149,4,18,672
112560,4,31,703,9,48,256,2,85,778
112563,0,67,718,9,12,449,2,25,738
112562,9,8,903,4,81,118,2,25,257
112565,7,5,521,7,64,351,9,60,54
112564,8,86,262,0,35,597,5,66,208
112567,7,5,13,4,64,211,2,6,159
112566,0,16,81,9,83,292,4,36,52
112569,7,45,218,7,4,443,9,92,36
112568,7,45,218,7,4,443,9,92,36
93465,7,45,218,7,4,443,9,92,36
93464,0,76,806,9,28,722,4,9,455
92550,7,45,218,7,4,443,9,92,36
111209,7,45,218,7,4,443,9,92,36
111208,9,17,983,4,9,71,5,37,909
1268548,9,98,915,4,81,118,4,9,824
111201,9,8,562,4,81,346,1,41,111
111200,0,52,90,7,16,822,9,14,307
111203,4,31,154,3,69,182,2,85,778
111202,4,76,663,9,7,433,5,42,818
111205,9,34,462,4,26,678,2,73,353
111204,0,19,357,9,97,682,4,36,653
111207,7,5,13,7,64,211,2,6,222
111206,0,98,859,9,48,256,4,36,554
91490,4,80,822,3,28,992,2,6,7
91491,0,67,131,9,12,355,1,0,542
91492,9,52,774,4,9,998,9,60,413
91493,0,32,581,9,94,44,2,57,394
91494,7,5,970,4,64,653,2,13,211
91495,9,34,646,4,9,223,2,8,247
91496,0,32,357,9,83,292,2,16,944
91497,8,14,714,0,7,389,5,42,191
91498,9,8,243,4,28,115,2,6,196
91499,0,16,3,4,97,953,4,36,653
103728,9,51,154,4,10,527,2,8,236
1288178,7,76,805,7,97,589,2,6,185
103725,4,80,750,9,29,770,2,48,60
103724,0,28,793,9,97,950,4,36,556
103727,8,76,822,0,18,722,1,68,500
103726,7,45,245,7,4,734,9,92,618
103721,7,5,123,7,64,653,9,11,970
103720,8,83,840,0,22,166,4,18,51
91272,7,97,371,7,54,295,9,11,150
103722,0,19,896,9,97,633,2,54,330
110556,7,45,218,7,4,443,9,92,36
110557,9,17,635,0,10,792,4,9,781
110554,4,44,552,3,55,182,1,49,993
110555,0,98,703,9,48,256,2,85,267
110552,4,98,276,9,91,503,2,54,330
110553,0,68,713,9,14,411,1,77,108
110550,0,73,89,4,0,208,0,5,383
110551,0,16,132,9,83,861,2,31,522
110558,7,97,521,7,64,906,9,71,265
110559,0,16,789,4,1,983,4,9,824
1236300,8,83,369,0,22,133,5,56,66
98648,0,68,558,9,14,313,9,60,648
98649,7,45,218,7,4,989,9,92,36
98646,7,45,218,7,4,989,9,92,36
98647,7,45,218,7,4,443,9,92,36
98644,4,31,410,3,48,503,2,13,515
98645,8,6,392,0,7,433,5,42,818
98642,8,76,663,4,9,993,2,6,222
98643,6,93,242,9,24,725,2,48,358
98640,7,52,784,7,16,802,2,6,185
98641,9,67,133,4,12,118,2,57,369
99999,4,80,176,3,47,259,4,23,229
99998,7,5,970,4,64,653,2,13,211
99991,4,31,78,3,25,382,1,26,652
99990,0,16,3,9,83,292,4,36,52
99993,7,52,804,7,16,351,9,11,203
99992,0,67,653,4,12,869,5,37,553
99995,0,52,80,7,16,904,9,60,497
99994,0,16,392,9,1,433,4,9,842
99997,9,43,395,4,51,305,2,67,823
99996,4,80,756,3,29,930,4,23,857
89729,0,17,232,9,49,557,2,8,397
89728,0,16,952,9,1,494,4,36,52
104715,4,50,704,1,73,209,1,49,532
104714,8,14,737,0,7,409,5,42,818
104717,7,52,804,7,16,313,9,60,648
101940,8,83,148,0,22,389,5,42,191
101947,9,51,215,4,71,875,5,76,750
104710,4,57,607,9,24,725,3,80,850
101945,4,76,53,9,29,433,5,56,494
104712,0,32,460,9,83,662,2,16,261
101949,9,17,358,1,49,921,2,8,378
101948,9,8,562,4,81,784,2,75,367
104719,4,45,11,7,29,925,9,92,991
89721,0,28,460,9,97,662,4,36,554
112719,7,5,970,4,64,653,2,75,266
85879,9,86,542,4,35,597,5,66,187
85878,9,17,358,4,49,921,2,8,378
2220154,8,51,35,9,1,380,4,9,832
103118,0,68,694,9,14,942,9,60,648
84698,4,50,513,3,69,566,1,49,227
85870,0,19,101,9,97,983,4,36,900
84690,4,17,275,3,9,71,1,49,704
84691,8,6,475,0,22,537,5,56,430
84692,9,42,440,4,87,237,2,57,369
84693,8,60,384,0,60,894,4,18,884
84694,8,6,668,0,18,947,5,42,214
84695,0,76,179,9,1,502,4,9,842
84696,0,19,3,9,97,953,4,36,653
84697,9,17,209,4,10,227,5,37,389
1508871,9,67,133,4,12,681,2,54,380
106629,0,98,888,9,91,861,9,60,805
106628,0,16,763,9,83,117,4,36,228
106627,7,45,218,7,4,443,9,92,36
106626,9,34,646,4,26,561,2,8,247
106625,0,19,663,9,48,804,2,6,222
106624,0,76,789,9,1,361,4,9,824
106623,8,6,392,0,18,433,5,42,905
106622,9,8,497,4,9,71,2,44,434
106621,7,5,521,7,64,906,9,71,896
106620,0,16,815,4,48,929,2,85,105
102719,9,17,313,4,9,9,2,8,236
102718,7,5,296,7,64,802,9,60,54
102717,0,19,811,9,97,851,2,48,752
102716,7,52,80,7,16,904,9,60,758
102715,8,83,148,0,22,433,2,8,236
102714,7,45,126,7,4,57,9,92,36
102713,9,34,462,4,26,914,9,71,55
102712,0,19,170,9,83,117,4,36,228
102711,0,19,21,9,97,58,4,45,221
102710,7,45,126,7,4,734,9,92,991
112046,4,50,154,7,69,217,1,49,934
112047,7,45,126,7,4,212,9,92,968
112044,9,51,513,7,69,217,1,49,445
112045,8,51,635,0,22,722,4,9,781
112042,0,16,80,9,83,292,4,36,653
112043,9,34,10,4,9,223,2,8,247
89619,9,34,87,4,28,214,9,71,484
89618,9,17,313,4,9,9,2,8,213
89617,9,78,930,4,90,833,5,62,195
89616,4,80,243,4,28,426,2,6,7
89615,0,17,729,4,49,557,2,16,826
89614,7,97,60,7,4,294,9,92,647
89613,9,45,218,4,26,989,9,92,36
89612,7,45,126,7,4,57,9,92,36
112048,9,34,218,0,26,989,9,92,36
89610,0,32,114,9,94,162,2,16,944
1116679,9,8,983,4,81,346,2,6,196
85686,9,8,378,4,81,404,2,75,367
85687,9,8,974,4,81,550,2,44,69
103398,7,45,218,7,4,443,9,92,36
103399,0,67,283,9,12,576,2,25,738
103394,0,76,369,9,97,361,6,21,279
103395,0,93,35,9,24,725,3,80,850
103397,9,42,200,3,87,232,2,6,32
103390,4,67,718,9,12,355,2,25,285
103391,0,19,867,9,83,292,4,36,712
103392,7,52,804,7,16,906,9,71,265
103393,0,17,232,9,49,557,5,88,129
87578,0,19,793,9,97,950,4,36,556
87579,3,14,586,6,7,977,5,65,110
109668,4,41,247,3,52,749,2,54,330
109669,4,41,720,9,52,776,2,54,475
88568,4,41,247,3,52,510,2,54,175
88569,9,8,795,4,81,253,2,44,684
87570,0,67,718,4,12,449,2,25,537
87571,4,2,417,9,69,312,0,30,137
87572,0,80,665,9,29,851,2,48,752
87573,0,67,101,9,12,983,2,25,537
109666,9,34,287,4,26,340,2,73,955
88563,0,32,357,9,97,545,4,36,900
88560,9,17,214,4,9,71,2,85,661
88561,9,13,62,4,30,899,2,75,22
103970,8,14,148,0,7,433,2,8,236
103971,4,0,52,4,3,751,2,13,217
103972,4,0,197,3,3,278,0,61,668
103973,6,7,486,4,43,965,1,46,281
103974,7,97,804,7,16,360,9,11,203
103975,8,6,975,0,60,456,5,42,521
103976,9,34,462,4,26,556,2,73,353
103977,7,5,970,4,64,778,9,11,141
103978,4,41,247,3,52,749,2,54,330
103979,7,97,147,7,4,295,9,11,150
84900,4,7,158,1,78,43,1,46,889
84901,0,60,694,9,60,913,4,18,872
84902,4,40,929,7,84,375,5,58,560
84903,0,16,101,9,83,983,2,25,537
84904,0,73,89,4,0,208,0,5,383
84905,0,67,718,9,12,576,2,25,537
84906,6,23,999,1,77,893,3,22,486
84907,8,60,923,0,60,26,5,66,721
84908,9,34,993,4,26,435,2,73,212
84909,8,54,645,0,14,769,4,33,989
1854815,0,16,158,9,1,175,1,46,492
86229,4,51,495,9,71,380,0,30,137
86228,7,5,371,7,64,653,9,11,970
86223,0,13,3,9,30,953,4,36,653
86222,9,17,214,4,48,240,2,85,661
86221,4,93,811,9,24,725,3,80,850
86220,9,17,729,4,49,921,2,8,213
86227,7,7,158,1,78,302,1,46,281
86226,9,43,307,4,94,79,2,16,763
86225,0,65,828,3,21,139,1,27,224
86224,0,76,789,9,1,361,4,9,455
101538,9,5,521,4,64,923,9,71,265
101539,9,98,945,4,48,845,2,85,661
101532,0,68,694,9,14,942,4,9,842
101533,9,43,395,4,51,291,2,16,621
101530,7,80,569,7,29,856,2,6,222
101531,6,17,229,1,98,693,2,31,522
101536,9,40,929,7,84,76,5,58,757
101537,0,73,89,4,0,542,0,5,383
101534,0,88,952,9,1,380,5,37,258
101535,4,80,822,3,28,426,2,6,7
2381512,0,67,718,9,12,576,2,25,537
2620997,7,5,805,7,64,802,9,60,54
2620996,7,45,126,7,4,212,9,92,798
2620993,7,45,245,7,16,734,9,92,991
2620992,0,28,460,9,47,662,4,36,556
2620991,0,28,793,9,97,950,4,36,556
97337,4,46,422,3,95,930,4,23,286
97336,9,34,218,7,26,989,9,71,55
97335,0,19,3,9,83,292,4,36,52
97334,4,31,410,3,25,120,2,85,778
97333,0,76,392,9,97,433,5,42,818
97332,7,64,686,7,54,100,9,14,973
97331,4,50,874,7,69,124,1,49,978
97330,9,73,89,4,0,542,0,5,383
111047,9,6,148,0,7,433,2,8,236
111046,0,52,558,9,16,3,9,60,648
111045,9,8,569,4,81,263,2,6,222
111044,9,59,263,4,36,236,2,86,57
111043,7,45,60,7,4,294,9,92,618
111042,7,5,795,7,64,253,2,44,541
111041,0,19,21,9,97,322,4,36,712
94959,8,60,38,0,60,26,2,73,151
94957,0,67,653,9,12,869,5,37,553
94954,7,45,126,7,4,57,9,92,647
94955,4,31,703,3,48,256,2,85,778
94952,8,60,822,4,18,149,5,42,334
94953,7,45,126,7,4,57,9,92,647
94950,4,98,814,9,91,775,2,13,515
94951,8,60,992,0,60,894,4,18,51
110794,9,34,10,4,26,792,2,73,353
110795,7,45,126,7,4,57,9,92,647
110796,7,45,126,7,4,57,9,92,647
110797,9,17,929,7,84,76,5,58,757
110790,7,45,60,7,4,57,9,92,647
110791,8,83,840,0,22,166,4,18,51
110792,9,34,462,4,26,914,2,73,353
110793,4,98,814,4,91,503,2,13,515
110798,4,31,410,3,25,120,2,85,778
110799,4,98,703,9,48,256,4,36,228
2421140,7,97,889,7,4,323,9,11,638
96082,4,31,410,3,25,120,1,26,114
96083,4,50,195,5,73,209,1,49,227
96080,9,42,157,4,87,911,2,48,888
96081,0,17,729,9,49,557,2,8,397
96086,7,52,375,7,16,823,2,75,266
96087,0,19,21,9,97,58,4,45,221
96084,4,31,118,3,25,377,1,26,667
96085,0,67,283,9,1,554,5,37,553
96088,0,88,655,9,82,84,5,19,585
96089,9,35,440,4,62,237,2,57,369
3216387,6,17,232,4,49,557,2,8,397
3216388,9,98,287,4,48,845,2,85,661
3216389,0,68,789,9,14,942,4,9,455
96626,7,45,60,7,4,443,9,92,36
96627,0,52,558,9,16,628,9,60,648
96624,7,45,60,7,4,57,9,92,647
96625,7,45,60,7,4,294,9,92,36
96622,4,67,159,4,12,679,2,16,621
96623,7,5,216,7,64,213,9,11,141
96620,7,45,60,7,4,57,9,92,647
96621,4,59,659,9,29,851,0,79,50
88186,0,16,3,9,83,953,2,75,871
96628,4,35,969,3,62,751,2,13,217
96629,7,45,60,7,4,294,9,92,36
88187,7,52,879,7,16,822,9,14,307
103804,7,45,885,7,4,822,9,14,307
103805,9,98,214,4,48,845,2,85,661
103806,7,97,240,7,64,653,9,11,970
105024,0,31,410,3,25,120,2,85,778
105025,0,68,694,4,1,942,2,6,370
88183,0,68,283,9,1,983,5,37,553
105020,8,68,694,9,14,942,4,18,514
105021,0,67,101,9,12,983,2,25,537
105022,0,16,300,9,83,292,2,16,726
105023,0,91,364,3,80,795,4,36,600
109940,4,41,720,9,52,776,2,54,475
90671,7,45,126,7,54,734,9,92,991
104034,4,31,762,1,25,377,1,26,667
98840,8,60,207,0,60,754,4,18,41
98841,7,52,774,7,16,998,9,60,413
98842,6,57,242,1,24,369,3,80,869
98843,0,91,364,9,80,795,4,36,600
98844,9,34,806,4,26,678,2,44,320
