,km_10,km_100
92736,8,50
92737,8,50
100269,8,16
92739,7,41
100214,7,6
85091,0,20
85090,0,16
85093,8,16
85092,0,20
85095,0,32
85094,8,42
85097,8,63
85096,8,16
85099,0,20
85098,8,16
100215,8,16
85635,0,20
85634,7,50
85637,8,50
107312,0,32
85631,0,20
85630,8,50
85633,0,32
85632,7,6
85639,8,16
85638,7,7
104010,8,50
89987,0,32
108804,7,50
89985,8,63
108806,8,63
89983,8,50
89982,0,20
89981,0,20
108802,7,52
108809,0,32
108808,0,32
89989,8,50
89988,7,52
87163,8,63
87162,7,41
87161,8,16
87160,7,41
87167,7,11
87166,8,16
87165,2,75
87164,7,50
87169,8,16
87168,0,32
118449,8,16
118444,8,63
118445,0,20
118446,8,52
118440,8,52
118441,2,13
118442,0,32
118443,8,16
95924,4,84
95925,4,84
95926,0,32
95927,8,42
95920,8,42
95922,8,50
95923,7,10
95928,0,32
88768,8,16
88769,8,50
88764,0,32
88765,0,20
88766,0,20
88767,0,20
88760,8,63
88761,0,20
88762,0,32
88763,7,6
107211,0,32
107210,7,11
97786,8,42
97787,8,50
97784,9,71
97785,9,84
97782,8,63
97783,0,20
97780,7,7
97781,7,50
97788,7,6
97789,0,20
94329,8,20
94328,7,50
94325,7,41
94324,8,63
94327,0,20
94326,2,9
94321,8,16
94320,8,11
94323,8,16
94322,8,16
90839,8,16
90838,0,32
90835,0,20
90834,0,32
90837,7,11
90836,0,32
90831,0,32
90830,0,20
90833,0,20
90832,8,16
96789,0,16
96788,0,20
96785,0,20
96784,8,50
96787,8,20
96786,7,41
96781,0,20
96780,0,20
96783,0,32
100880,8,50
97438,0,32
97439,8,50
97434,8,16
97435,8,50
97436,8,53
97437,0,20
97430,7,50
97432,8,16
97433,0,32
90789,0,32
90788,8,63
90783,0,20
90782,0,32
90781,0,20
90780,0,32
90787,8,63
90786,0,32
90785,0,32
90784,7,11
95498,7,50
148798,0,20
95494,8,50
95495,8,16
95496,8,16
148796,7,50
95490,8,16
95491,0,32
95492,7,10
95493,0,32
99698,0,32
99699,0,32
99696,0,32
99697,0,32
99694,0,32
99695,0,32
99692,0,32
99693,0,32
99690,0,32
99691,7,6
95148,0,32
95149,0,32
95142,0,20
95143,8,16
95140,7,50
95146,0,32
95147,6,39
95144,0,32
95145,0,32
112561,0,32
112560,7,41
112563,8,50
112562,8,16
112565,7,50
112564,0,32
112567,7,50
112566,8,16
112569,8,52
112568,0,20
93465,0,20
93464,7,11
92550,0,32
111209,0,32
111208,0,20
1268548,7,41
111201,8,16
111200,8,42
111203,7,41
111202,8,20
111205,8,50
111204,0,16
111207,8,50
111206,8,16
91490,2,9
91491,7,50
91492,8,50
91493,7,6
91494,7,50
91495,2,9
91496,7,50
91497,0,32
91498,7,11
91499,7,50
103728,2,9
1288178,8,50
103725,0,20
103724,8,63
103727,0,20
103726,7,10
103721,7,52
103720,0,32
91272,7,10
103722,8,50
110556,0,20
110557,0,32
110554,8,42
110555,8,63
110552,7,50
110553,0,32
110550,8,50
110551,8,50
110558,8,52
110559,0,32
1236300,0,20
98648,0,32
98649,0,32
98646,0,32
98647,0,32
98644,7,41
98645,0,32
98642,0,20
98643,8,16
98640,8,20
98641,7,41
99999,8,20
99998,7,50
99991,8,20
99990,0,32
99993,7,52
99992,8,63
99995,8,16
99994,8,63
99997,8,16
99996,8,42
89729,0,20
89728,8,50
104715,6,82
104714,0,63
104717,8,63
101940,0,32
101947,8,63
104710,8,16
101945,0,32
104712,8,50
101949,6,43
101948,2,9
104719,5,67
89721,8,16
112719,8,50
85879,8,20
85878,7,50
2220154,8,63
103118,8,63
84698,8,42
85870,8,16
84690,8,20
84691,0,32
84692,2,62
84693,0,32
84694,0,32
84695,0,20
84696,8,16
84697,8,63
1508871,8,50
106629,0,20
106628,8,16
106627,0,32
106626,0,32
106625,8,16
106624,0,32
106623,0,32
106622,8,50
106621,7,10
106620,7,6
102719,0,63
102718,7,6
102717,7,50
102716,7,13
102715,0,20
102714,8,52
102713,8,63
102712,8,16
102711,0,20
102710,8,52
112046,6,39
112047,0,32
112044,6,75
112045,8,63
112042,0,16
112043,8,16
89619,8,63
89618,0,32
89617,8,50
89616,7,11
89615,8,50
89614,0,32
89613,0,32
89612,0,32
112048,0,32
89610,8,50
1116679,8,50
85686,0,20
85687,0,20
103398,0,32
103399,7,50
103394,0,63
103395,8,42
103397,8,16
103390,0,20
103391,8,50
103392,8,52
103393,0,20
87578,8,50
87579,8,63
109668,8,50
109669,8,42
88568,0,32
88569,8,16
87570,8,50
87571,7,41
87572,8,16
87573,8,50
109666,7,50
88563,0,32
88560,0,20
88561,8,50
103970,0,63
103971,0,20
103972,8,20
103973,8,16
103974,7,10
103975,0,32
103976,0,63
103977,7,6
103978,8,42
103979,7,10
84900,6,43
84901,0,32
84902,8,52
84903,8,50
84904,8,16
84905,0,32
84906,0,20
84907,0,32
84908,0,63
84909,0,20
1854815,8,63
86229,8,42
86228,0,20
86223,8,50
86222,0,32
86221,8,50
86220,8,16
86227,8,52
86226,0,16
86225,8,20
86224,8,63
101538,8,63
101539,0,32
101532,0,32
101533,0,20
101530,7,6
101531,8,16
101536,2,13
101537,8,16
101534,8,63
101535,7,41
2381512,0,32
2620997,8,52
2620996,7,52
2620993,6,75
2620992,7,50
2620991,8,7
97337,8,42
97336,0,32
97335,8,50
97334,7,6
97333,0,32
97332,7,41
97331,6,75
97330,0,20
111047,8,63
111046,0,20
111045,8,16
111044,8,63
111043,7,10
111042,7,52
111041,0,32
94959,0,63
94957,0,20
94954,8,20
94955,7,50
94952,0,20
94953,8,52
94950,7,50
94951,0,32
110794,0,32
110795,0,52
110796,0,20
110797,7,6
110790,0,20
110791,0,32
110792,0,32
110793,7,6
110798,7,6
110799,7,50
2421140,8,52
96082,7,50
96083,2,75
96080,2,9
96081,7,41
96086,7,6
96087,0,20
96084,7,63
96085,8,63
96088,8,63
96089,8,16
3216387,8,16
3216388,0,32
3216389,0,32
96626,0,32
96627,0,20
96624,0,52
96625,0,20
96622,8,16
96623,8,52
96620,0,20
96621,8,16
88186,0,20
96628,0,20
96629,0,20
88187,7,10
103804,8,20
103805,8,16
103806,8,42
105024,8,63
105025,8,63
88183,0,32
105020,0,32
105021,0,16
105022,8,16
105023,0,20
109940,7,50
90671,2,13
104034,7,41
98840,0,20
98841,7,6
98842,8,16
98843,0,20
98844,0,32
98845,0,32
98846,0,16
98847,6,82
98848,8,16
98849,0,16
94178,0,32
94179,0,16
94174,8,50
94175,7,50
94176,0,32
94177,8,63
94170,8,50
94171,8,16
94172,8,50
94173,8,16
90668,8,16
90669,8,50
90664,0,32
90665,0,20
90666,0,20
90667,8,7
90661,8,16
90662,8,16
90663,0,16
112684,8,16
104866,8,16
104865,7,11
108738,0,32
112680,0,20
112681,0,32
112682,0,32
112683,8,16
108733,8,63
108732,7,41
108731,7,41
108730,8,63
108737,8,50
108736,0,32
104869,0,32
108734,0,16
3199502,0,32
102087,0,32
102086,7,10
102085,2,13
102084,8,20
102082,7,41
102081,0,32
102080,0,32
102089,8,50
102088,0,20
106708,7,50
91049,7,10
91048,7,6
91047,7,10
91046,0,16
91045,8,16
91044,0,20
106700,0,32
91042,8,42
91041,8,50
91040,8,50
99713,0,32
99712,7,50
99711,8,16
99710,2,75
99717,8,50
99716,8,52
99715,7,52
99714,8,42
99719,7,6
99718,7,6
2771751,7,6
2771752,7,41
2771753,7,10
109468,0,20
109469,8,50
109461,8,16
109462,8,63
109463,7,50
109464,0,32
109465,0,20
109466,0,32
109467,8,16
145907,7,10
145906,7,4
145905,2,62
145904,8,52
145903,8,50
145902,2,62
92538,7,6
92539,7,50
92537,2,9
107077,7,13
107076,7,11
92532,7,11
92533,7,10
107073,7,50
145908,7,6
98868,7,50
98869,7,41
110963,0,32
110962,8,42
110961,0,20
110960,0,20
110967,8,16
110966,7,41
110965,8,52
110964,0,20
1447641,8,16
110969,8,42
110968,7,10
1094516,7,50
98864,0,32
98865,7,52
90646,8,16
90647,0,32
99193,7,62
90642,7,50
99194,8,16
98439,8,52
98438,0,32
99197,8,63
98431,0,32
98430,0,32
98433,0,32
99196,7,50
98435,7,50
98434,0,20
98437,7,6
98436,7,6
100939,0,32
100938,0,32
100931,0,32
100930,7,50
100933,8,50
100932,7,52
100935,7,6
100934,7,50
100937,8,16
100936,8,42
93377,7,6
104035,0,32
104036,8,16
104037,7,50
93373,8,16
93372,8,42
104032,8,50
93370,7,50
104038,7,26
104039,8,50
93379,7,52
93378,7,52
1410842,0,32
85442,7,6
85443,0,32
85440,7,6
85441,8,42
85446,0,32
85447,8,50
85444,0,20
85445,7,6
85448,8,63
85449,0,32
96076,7,26
87358,0,32
87359,0,20
104348,0,20
87350,0,32
87351,0,32
87352,7,52
104349,7,50
87354,0,32
87355,8,50
87356,0,20
87357,0,32
93005,8,50
93004,8,63
104344,0,20
118471,8,16
96078,7,11
104342,8,63
104343,8,16
105345,8,63
105344,0,32
105347,7,6
105346,0,16
105341,7,11
105340,8,50
105343,0,32
105342,0,20
93002,0,32
105349,7,50
105348,7,6
118472,8,50
84710,7,62
1614072,2,62
86409,2,62
86408,7,6
106954,2,62
86403,2,9
86402,5,54
86401,0,20
86400,0,20
86407,0,20
86406,8,63
86405,8,16
86404,8,63
106951,0,20
106950,7,41
106953,8,63
106952,8,50
108470,8,63
108471,8,42
108472,0,20
108473,8,63
108474,8,16
108475,7,50
108476,8,50
108477,7,50
108478,8,16
108479,0,20
103492,0,32
89008,0,32
89009,8,50
89006,7,50
89007,8,16
89004,7,11
89005,0,20
89002,0,16
89003,0,16
89000,2,62
89001,2,9
87439,7,26
87438,7,11
87435,2,62
87434,7,6
87437,0,32
87436,6,75
87431,7,6
87430,7,50
87433,8,63
87432,8,63
108826,8,52
108825,7,11
108824,8,50
108823,7,6
108822,0,32
89963,8,52
89962,0,20
91061,0,32
97119,0,20
97118,5,8
97117,8,50
97116,8,52
97115,8,16
97114,7,11
97113,0,32
97112,7,50
97111,0,20
97110,8,16
100580,0,32
100582,7,41
100583,8,16
100584,8,50
100585,7,50
100586,8,63
100587,8,63
100588,7,50
91064,8,63
91067,0,32
91066,0,20
88067,8,42
88066,0,32
88065,8,16
88064,8,50
88063,8,63
88062,8,16
88061,2,9
88060,8,20
88069,7,6
88068,8,42
100058,7,10
100059,8,4
86388,7,50
86389,0,20
86384,8,63
86385,8,63
86386,7,50
86387,0,20
86380,8,16
86381,7,50
86382,8,16
86383,8,52
90468,0,32
90469,8,16
90466,0,20
90467,0,32
90464,0,20
90465,8,16
90462,8,50
90463,7,10
90460,7,10
90461,7,52
112918,7,41
112919,8,50
112914,8,16
112915,8,50
112916,8,16
112917,8,63
112910,7,50
112911,7,50
112912,0,20
112913,2,13
85125,0,32
85124,0,32
85127,7,52
85126,7,6
85121,8,52
85120,7,50
85123,7,50
85122,7,6
85129,7,6
85128,8,7
95234,7,10
95235,7,52
95236,7,53
95237,8,50
95230,7,50
95231,7,11
95232,8,16
95233,0,32
95238,7,50
95239,8,52
2098227,8,50
110185,7,10
110184,7,50
110187,0,20
110186,8,52
110181,0,20
110180,8,42
110183,0,20
110182,8,16
110189,8,50
110188,7,10
93171,7,52
93170,8,42
93173,8,16
93172,8,50
104236,7,50
93174,8,42
93177,7,11
93176,0,16
93179,8,42
93178,8,63
104238,0,32
104239,0,32
110238,7,50
110237,0,32
110236,8,41
110235,8,16
110234,0,16
110233,8,42
110232,8,16
110231,7,11
110230,8,63
104588,0,32
104589,7,41
104585,0,20
104586,0,16
104587,7,6
104580,0,32
104582,7,41
1100810,8,16
98141,0,20
98140,8,84
98143,8,63
98142,9,60
98145,7,62
98144,8,42
98147,0,32
98146,8,42
98149,8,42
98148,8,52
105189,7,6
105188,7,50
88113,8,7
97750,7,6
88111,7,47
93823,8,16
93822,7,42
93821,7,50
93820,7,41
93827,8,50
93826,7,26
93825,7,41
93824,8,52
97755,7,50
93829,7,50
93828,7,52
88116,8,52
109198,8,50
88115,8,50
109199,8,50
88114,8,16
102329,7,10
102322,8,52
102323,8,52
102320,8,16
102321,8,16
102326,8,16
102327,0,32
102324,8,63
102325,8,16
112271,0,20
112270,8,50
112273,0,20
112272,8,50
112275,7,7
112274,7,41
112277,0,32
112276,0,32
112279,0,20
112278,7,6
109195,7,6
2158753,8,16
1162579,7,50
112491,7,50
112490,7,6
112492,7,6
112499,7,50
95441,8,16
103749,7,50
103748,0,20
106518,0,32
106515,7,11
106514,7,52
106517,8,52
106516,0,32
103747,7,7
106510,7,10
106513,8,20
106512,8,63
111919,8,42
111918,8,16
111911,0,32
111910,8,52
111913,8,63
111912,0,20
111915,0,16
111914,7,10
111917,8,16
111916,8,42
88594,7,50
109239,7,50
109238,0,32
105967,8,16
105966,7,50
105961,8,63
105963,0,20
109235,8,50
109234,8,50
109237,8,50
109236,8,52
88593,7,50
145734,8,63
92708,0,32
145736,8,16
145737,8,16
145730,8,42
145731,8,42
145732,2,62
145733,8,50
92701,0,32
92700,8,16
92703,8,42
92702,0,32
145738,7,50
145739,0,20
92707,7,50
92706,8,50
145695,0,20
145694,8,42
92088,0,32
92089,0,32
92086,8,20
92087,7,41
92084,0,20
100370,2,9
92082,0,32
92083,0,32
145699,0,32
92081,8,20
87259,0,20
87258,0,32
87255,8,50
87254,7,11
87257,0,32
87256,8,50
87251,7,53
87250,0,16
87253,8,16
87252,7,6
1087620,0,32
626206,7,50
626207,8,50
626208,8,63
626209,8,16
108889,8,50
108888,0,20
89909,0,32
89908,8,16
89907,0,32
89906,8,52
89905,0,20
89904,8,52
89903,0,20
89902,8,63
89901,8,20
89900,0,32
86618,8,16
86619,8,16
86612,7,6
86613,8,50
86610,8,50
86611,8,63
86616,2,55
86617,8,42
86614,0,20
86615,8,16
3195892,8,16
3195890,0,32
3195891,0,20
89279,8,63
89278,8,16
96479,7,11
96478,6,75
89271,0,32
89270,8,50
89273,8,42
96474,8,0
89275,0,7
89274,0,32
89277,8,42
89276,0,32
103260,0,32
103261,8,16
103262,8,42
103263,7,50
103264,0,20
103266,0,32
103267,0,32
103268,7,41
103269,2,9
118349,8,63
118348,7,26
118343,0,32
118342,7,7
118341,8,16
118340,8,41
118347,8,16
118346,8,50
97708,7,52
97709,7,50
97706,8,50
97707,8,16
97704,8,63
97705,8,63
97702,0,20
97703,8,50
97700,8,63
97701,8,52
99568,0,16
99569,7,6
95416,8,16
95417,8,50
95410,0,32
95411,8,50
95412,7,50
95413,8,16
99560,8,52
99561,0,32
99562,0,32
99563,0,20
95418,7,7
95419,0,20
99566,8,20
99567,8,16
107396,0,32
90167,0,32
90166,8,50
90165,8,16
90164,8,52
90163,0,20
90162,8,52
90161,8,20
90160,0,32
90169,0,32
90168,8,50
91419,7,26
94428,0,20
94429,8,50
94426,0,32
91411,8,50
94424,8,16
94425,8,63
94422,7,11
94423,8,7
94420,7,47
94421,8,7
93351,0,16
104013,7,50
93353,7,41
111281,0,16
111280,8,7
111283,8,20
111282,0,20
111285,8,84
111284,8,4
111287,4,84
111286,9,60
111289,8,52
104016,2,6
93354,0,20
104014,8,20
104015,8,16
110884,7,10
110885,7,11
92149,7,11
110887,7,6
110880,7,52
110881,8,16
110882,8,50
110883,8,50
92143,8,50
92142,8,16
92141,8,16
92140,7,52
92147,7,11
92146,0,20
92145,7,52
92144,8,63
111425,0,32
111424,8,16
111427,7,50
111426,8,63
111421,0,32
111420,8,63
111423,8,42
111422,2,62
111429,7,10
4022763,0,32
107952,0,20
107953,8,16
107950,8,16
107951,8,50
107956,7,50
107957,7,62
107954,8,50
107955,2,62
85295,2,62
104221,7,52
104220,8,0
99911,8,7
99913,0,32
99912,7,52
99915,8,16
99914,8,42
99917,8,16
99916,7,50
99919,8,16
99918,8,50
96136,8,63
96134,8,16
96135,0,32
96132,8,50
802399,7,41
96130,0,32
96131,0,32
96138,8,63
96139,0,32
854177,0,20
106335,8,52
106334,8,16
106336,0,32
106331,0,32
106330,8,16
106333,8,50
106332,0,32
102829,8,7
102828,8,42
102825,0,32
217703,0,32
102827,0,32
102826,8,16
102821,8,42
102820,7,50
102823,0,20
217702,0,32
104799,0,20
104798,8,20
104795,0,20
104794,0,32
104797,8,50
104796,8,42
104791,8,50
104790,8,20
104793,8,16
104792,7,9
105448,0,32
105449,8,63
105442,0,32
105443,7,41
105440,8,16
105441,7,11
105446,0,32
105447,8,16
105444,8,50
105445,7,6
102797,0,20
102796,8,52
102795,8,16
102794,0,32
102793,8,16
102792,0,20
102791,0,20
102790,8,63
102799,8,42
102798,0,32
802972,0,32
99003,8,63
99001,0,32
99000,2,75
99007,8,52
99006,7,10
99005,0,32
99004,0,20
99009,8,16
99008,0,20
109918,0,20
109919,0,20
109910,0,32
109911,0,32
109912,0,32
109913,0,32
109914,8,52
109915,0,32
109916,8,52
109917,0,32
107175,8,63
107176,0,32
107177,0,32
107170,0,20
107171,8,52
107172,0,20
107173,0,20
137750,0,32
84988,8,42
84989,0,20
84980,0,20
84981,0,32
84982,0,32
84983,0,32
84984,0,20
84985,0,20
84986,0,32
84987,0,32
108359,8,42
108358,8,52
108351,0,32
108350,0,32
108353,0,20
815689,0,16
91353,0,20
106491,8,16
106492,8,42
106493,8,52
91357,8,16
91356,0,20
91355,0,32
91354,0,32
106498,8,50
106499,0,16
91359,0,20
91358,0,32
103462,0,20
103463,0,32
103460,0,32
103461,8,16
104304,8,63
87868,0,20
87869,0,32
87866,8,42
87867,0,32
87864,0,20
87865,0,32
87862,8,16
87863,7,41
87860,2,62
87861,0,20
109006,0,32
109007,8,16
109004,0,32
109005,8,16
109008,8,20
109009,0,32
87440,0,20
109713,0,32
87442,2,62
87443,0,20
109716,0,32
109717,0,32
87446,0,32
87447,0,32
855656,0,32
86807,0,32
86806,8,16
86805,0,20
86804,8,63
86803,0,20
86802,0,20
86801,8,63
86800,0,20
86809,8,42
86808,8,63
85576,8,52
85577,0,32
85574,0,32
85575,0,20
85572,0,20
85573,8,63
85570,0,20
96717,0,32
96714,0,32
85578,0,32
85579,0,20
96715,8,42
96712,0,32
96713,8,42
96710,0,32
96711,8,63
88326,8,52
122243,7,6
122242,0,20
122241,0,32
122240,0,32
122247,0,32
122246,0,32
122245,0,20
122244,0,32
122249,8,16
122248,0,20
87048,8,7
87049,0,20
87044,0,32
87045,8,16
87046,0,32
87047,8,50
87040,8,16
87041,8,50
87042,0,32
87043,7,41
86103,0,63
213842,8,52
110718,8,7
110719,8,50
110714,0,32
110715,0,32
110716,0,16
110717,8,52
110710,8,16
110711,8,63
110712,0,32
110713,0,63
184314,0,32
94248,8,50
94249,8,20
94246,0,20
94247,0,20
94244,8,52
94245,8,52
94242,0,32
94243,0,20
94240,0,20
94241,0,20
97579,0,32
97578,0,32
97571,0,32
97570,0,20
97573,0,32
97572,0,32
97575,0,20
97574,0,32
97577,0,32
97576,0,32
118068,0,32
118069,0,32
118066,5,35
118067,0,32
118064,0,32
118065,0,32
118062,8,42
118063,0,20
118060,0,32
118061,0,20
99249,8,16
99248,8,16
99245,0,32
99244,0,32
99247,0,20
99246,7,11
99241,8,42
99240,8,50
99243,7,50
99242,0,32
95599,0,20
95598,0,32
95591,8,50
95590,0,16
95593,0,20
95592,8,16
95595,8,63
95594,8,63
95597,8,20
95596,0,20
95627,0,20
95626,0,20
95625,8,63
95624,0,32
95623,0,32
95622,0,20
95621,8,63
95620,8,52
99793,0,20
99792,8,63
99791,0,20
99790,8,52
99796,8,63
95629,0,20
99794,2,9
112608,7,6
112609,0,20
112604,8,7
112605,8,42
112606,0,20
112607,8,52
112600,8,11
112601,0,16
112602,8,50
112603,0,16
1390946,7,50
106968,8,63
106969,0,20
91629,0,20
91628,0,32
106960,8,16
106961,0,32
91621,0,20
106963,0,20
91627,0,32
91626,0,32
106966,0,20
91624,0,32
93661,0,20
93660,0,32
93663,0,32
93662,7,42
93665,8,16
93664,0,32
93667,2,9
93669,0,20
93668,8,50
94484,7,47
91477,8,63
91474,0,32
91475,0,32
91472,0,32
91470,8,16
91471,8,20
92058,8,16
93085,7,41
93084,8,50
93087,8,52
93086,0,20
93080,8,63
93083,8,53
93082,0,20
93089,8,52
93088,0,32
90718,0,20
90719,0,32
104610,0,20
99928,8,20
104612,0,16
104613,0,52
104614,0,32
104615,0,32
104616,0,20
99929,8,52
104619,8,52
90714,0,16
90715,8,52
90716,0,16
90717,8,16
90710,0,20
90711,0,16
90712,0,20
1436323,0,32
90713,0,32
104915,0,32
108068,0,32
118118,8,16
118119,0,32
96169,0,32
3212516,8,53
3212515,0,20
3212514,8,16
108968,0,32
108969,8,63
108966,0,32
108967,0,32
108964,0,32
108965,8,42
108962,8,63
108963,0,20
108960,8,52
108961,7,41
104430,0,32
106862,0,16
96160,0,20
104432,0,32
106108,8,16
106109,0,32
106102,0,32
106103,0,32
106100,7,11
106101,8,50
106106,0,32
106107,0,20
106104,8,50
104435,0,32
102618,0,20
102619,8,42
102612,0,20
102613,0,16
102610,0,32
102611,0,32
102616,0,20
102617,8,16
102614,0,20
102615,8,16
112165,0,32
112164,0,20
112167,0,32
112166,7,52
112161,0,52
112160,8,63
112163,0,20
112162,0,32
112169,7,11
112168,0,32
111226,0,20
85970,0,32
85971,7,41
85976,0,32
85977,0,16
85975,8,16
103053,0,32
103052,0,20
103051,0,32
103050,0,32
103054,0,32
1209948,0,32
109708,8,42
109701,0,32
109700,8,16
109703,0,32
109702,0,20
109705,8,16
109704,8,63
109707,8,53
109706,4,84
3189406,9,17
88351,8,16
88350,8,52
88353,0,20
88352,0,20
88355,8,4
88354,0,20
88357,8,52
88356,0,20
88359,8,63
88358,0,16
100508,0,32
100509,0,32
100500,8,16
100501,8,16
100502,8,16
100503,0,20
100504,8,50
100505,7,52
100506,7,11
100507,8,63
86304,8,53
86305,8,63
86306,8,16
86307,0,32
86300,0,32
86301,8,50
86302,8,50
86303,8,20
86308,8,50
86309,8,7
91397,0,20
106455,0,20
101363,0,20
101362,8,52
101361,8,16
101360,0,32
101367,0,32
101366,0,32
101365,0,32
101364,0,32
91393,8,11
101369,0,52
101368,8,16
106451,8,16
106452,8,53
91390,8,16
134749,0,16
134748,8,16
134741,0,32
134740,0,20
134743,0,32
134742,0,32
134745,0,20
134744,0,32
134747,0,20
134746,0,32
94859,0,20
94858,0,32
94853,0,32
94852,0,32
94851,0,32
94850,0,32
94857,0,32
94856,0,32
94855,0,32
94854,0,32
111678,0,32
111679,4,84
111674,0,20
111675,9,71
111676,8,42
111677,8,52
111670,7,41
111671,7,52
111672,2,62
111673,8,16
110109,0,32
110108,0,32
105068,8,52
110105,8,63
110104,0,20
110107,0,32
110106,0,20
110101,0,32
110100,0,20
110103,0,32
110102,0,32
89569,0,20
89568,8,63
89561,0,32
89560,0,32
89563,8,20
89562,0,32
89565,0,32
89564,8,16
89567,0,20
89566,0,16
105069,0,20
92842,0,32
92843,0,32
92840,8,16
95813,0,20
92846,0,32
92847,8,53
92844,0,32
92845,0,20
95818,0,32
95819,0,32
92848,0,20
92849,8,16
96543,8,16
96542,0,20
96541,0,20
96540,0,20
96547,0,32
96546,8,53
96545,8,63
96544,0,20
96548,0,32
105109,8,16
105108,0,20
105103,0,32
105102,0,20
105101,0,32
105100,0,32
105107,0,32
105106,8,63
105105,8,53
105104,8,63
91971,0,32
91970,7,6
94039,8,16
94038,0,20
94031,0,16
94030,0,16
94033,7,6
94032,8,16
94035,0,32
94034,0,32
94037,8,16
94036,0,32
102458,0,20
102459,0,20
1521291,0,32
102451,8,53
102452,0,32
102453,0,32
102454,0,32
102455,0,20
102456,0,20
112348,0,32
112347,0,20
97687,0,20
97686,0,16
142900,0,20
142901,0,16
112419,0,20
112418,8,52
112415,0,32
88045,0,20
112417,0,32
112416,8,50
112413,8,52
88044,0,20
91128,0,32
97681,0,32
91120,0,32
91121,8,7
91122,0,32
88046,8,42
91124,0,20
91125,0,20
91126,0,20
91127,8,16
3171726,0,32
3171725,0,32
99459,0,32
99454,0,32
99455,0,20
99456,7,10
99457,7,47
99450,0,32
99451,0,20
99452,0,32
99453,0,20
109547,7,41
109546,0,16
109542,8,42
109541,0,32
109540,0,32
145835,0,16
109549,0,20
109548,0,32
111991,0,32
111990,0,20
111992,0,32
798626,0,32
107328,8,16
107326,0,20
91788,8,63
91789,0,20
91784,7,52
91785,0,16
91786,0,20
91787,0,32
91780,0,32
91781,0,20
91782,0,20
91783,7,41
100115,6,28
107322,8,16
899484,8,16
92479,0,16
92478,0,20
899483,7,11
92473,8,20
92472,0,32
92471,8,50
92470,0,32
92477,8,63
92476,0,16
92475,8,20
92474,0,32
91878,0,20
91879,0,32
91872,0,20
91873,0,32
91870,0,32
91871,0,32
91876,0,20
91877,0,20
91874,0,20
91875,0,32
107242,0,32
107243,0,20
92783,0,32
107241,0,20
92785,0,32
92784,0,32
107244,0,16
92786,0,20
92789,0,32
92788,0,32
107248,7,41
107249,2,62
866024,0,32
866022,8,63
866023,0,32
2095284,0,32
93788,8,53
93789,8,16
93782,0,20
93783,0,32
93780,8,53
93781,0,20
93786,0,20
93787,0,32
93784,0,32
93785,0,63
107866,0,32
107864,0,32
107865,0,32
107862,8,53
107863,0,32
107868,0,20
107869,0,20
145118,0,20
145119,7,62
93430,0,7
93431,0,16
101163,2,9
93433,8,42
93434,8,16
93435,8,63
93436,8,53
93437,0,32
93438,0,32
93439,0,16
117898,0,20
117899,0,20
117896,8,16
117897,0,20
117894,0,7
117895,0,32
117892,0,32
117893,0,20
117890,0,32
117891,8,7
85329,0,20
85328,8,16
85327,0,32
85326,0,20
85325,8,53
85324,0,32
85323,0,32
85322,0,63
85321,8,52
85320,8,52
98260,8,52
98261,7,53
98262,0,32
98263,8,7
98265,8,20
98266,8,16
98267,7,7
98268,0,32
98269,0,52
101839,8,50
101838,8,63
101837,0,20
101836,8,16
101835,0,32
101834,0,32
101833,8,52
101832,0,32
101831,0,32
101830,8,63
86564,0,32
86565,0,20
86566,8,63
86567,8,52
86560,8,52
86561,0,32
86562,0,20
86563,8,16
1087846,0,16
1087845,8,16
1087844,8,16
1087843,0,32
1087842,8,16
93331,8,16
86692,0,20
86693,0,32
86690,8,63
86691,0,32
86696,8,16
86697,8,63
86694,0,32
86695,8,42
86698,7,11
86699,8,42
2621021,8,63
2621022,0,32
1334661,8,4
1855348,8,63
93335,0,32
89769,8,50
89768,8,16
89763,0,20
89762,8,42
89761,0,32
89760,7,47
89767,0,20
89766,0,20
89765,7,11
89764,8,16
103158,0,20
103159,0,20
103156,8,63
103157,0,32
103154,8,42
103155,8,16
103152,0,32
103153,0,32
103150,7,41
103151,0,32
1208209,0,20
87778,0,16
87779,8,63
87776,8,63
87777,8,52
87774,0,16
87775,0,20
87772,0,32
87773,7,52
87770,0,32
87771,8,7
2620778,0,32
2620774,7,47
2620771,7,10
2620770,7,50
89307,0,32
88498,8,50
88499,8,63
88492,0,20
88493,0,20
88490,7,41
88491,0,20
88496,0,32
88497,8,63
88494,0,32
88495,0,20
88140,7,50
88141,0,32
88142,0,20
88143,0,20
88144,0,20
88145,8,16
88146,8,16
88147,0,32
88148,0,20
88149,0,32
101248,0,32
84878,0,20
84879,0,32
93538,0,20
84874,8,20
84875,8,63
84876,0,32
84877,8,53
84870,8,42
84871,0,20
84872,0,32
84873,0,32
100719,0,20
100718,0,20
100711,0,32
100710,8,63
100713,8,50
100712,0,32
100715,0,20
100714,8,63
100717,8,42
100716,0,32
101240,0,32
101241,0,20
93533,0,20
101243,0,32
101244,0,32
101245,0,32
101246,0,20
101247,8,16
90251,8,52
90250,8,16
90253,7,50
90252,0,32
90255,0,32
90254,0,32
90257,0,20
90256,7,41
90259,8,16
90258,8,42
91328,0,20
118134,0,20
101446,0,20
101447,8,53
101444,7,11
91329,0,32
101442,8,16
101443,0,16
101440,7,41
101441,0,20
